id	text	newtext	label	category
ml_sen_651	Tovino achayanodu ulla aradhana kandu like adichavarum.... Theatre poyee kanam enn vechavarum adikkk	tovino achayanodu {XXX} achayanodu ulla {XXX} ulla aradhana {XXX} aradhana kandu {XXX} kandu like {Positive} like adichavarum {XXX} adichavarum theatre {XXX} theatre poyee {XXX} poyee kanam {XXX} kanam enn {XXX} enn vechavarum {XXX} 	1	Positive
ml_sen_652	Vere level trailer and bgm  ikka look powlii	vere level {Positive} level trailer {Positive} trailer and {Positive} and bgm {not-malayalam} bgm ikka {Positive} ikka look {Positive} 	1	Positive
ml_sen_653	Adutha oru vedimarunnu ready ayitundu...eppo pottikanam ennu paranja mathi....lalunni fans and pottan  fans undo evide?	adutha oru {Positive} oru vedimarunnu {XXX} vedimarunnu ready {XXX} ready ayitundueppo {XXX} ayitundueppo pottikanam {XXX} pottikanam ennu {XXX} ennu paranja {Positive} paranja mathilalunni {XXX} mathilalunni fans {XXX} fans and {not-malayalam} and pottan {XXX} pottan fans {XXX} fans undo {unknown_state} 	1	Positive
ml_sen_654	Ee Padam odiyan Kandu niraasaeaya fansinte thallal aanennum Lalettante class movikalude ezhu ayalthu varilla ennum karurhunnavar like pls.	ee padam {Positive} padam odiyan {XXX} odiyan kandu {XXX} kandu niraasaeaya {XXX} niraasaeaya fansinte {XXX} fansinte thallal {XXX} thallal aanennum {XXX} aanennum lalettante {XXX} lalettante class {XXX} class movikalude {XXX} movikalude ezhu {XXX} ezhu ayalthu {XXX} ayalthu varilla {XXX} varilla ennum {XXX} ennum karurhunnavar {XXX} karurhunnavar like {XXX} 	1	Positive
ml_sen_655	Ikka padam color aakan sunny chechi ne vare erraki	ikka padam {Positive} padam color {XXX} color aakan {XXX} aakan sunny {XXX} sunny chechi {unknown_state} chechi ne {unknown_state} ne vare {XXX} 	2	unknown_state
ml_sen_656	Film kanunnathinu munpu trailer kaanaan vannavar undo	film kanunnathinu {XXX} kanunnathinu munpu {XXX} munpu trailer {unknown_state} trailer kaanaan {unknown_state} kaanaan vannavar {unknown_state} 	2	unknown_state
ml_sen_657	Raja solvarath thaan syvaa seyrath mattuntha solvaan..	raja solvarath {XXX} solvarath thaan {XXX} thaan syvaa {XXX} syvaa seyrath {XXX} seyrath mattuntha {XXX} 	2	unknown_state
ml_sen_658	WOOOOOW  Mathi  Ithumathi  mammookkaa	wooooow mathi {XXX} mathi ithumathi {XXX} 	1	Positive
ml_sen_659	Waiting  3pravashyam  kanum  releaseday	waiting 3pravashyam {XXX} 3pravashyam kanum {XXX} 	1	Positive
ml_sen_660	Come ondraaa mahasheeee.... Vegam iduuuu ...	come ondraaa {XXX} ondraaa mahasheeee {XXX} mahasheeee vegam {XXX} 	1	Positive
ml_sen_661	Teaser  ishttapettavark  Like  adikkan  olla  comment   fans  power  nokkate	teaser ishttapettavark {XXX} ishttapettavark like {XXX} like adikkan {unknown_state} adikkan olla {XXX} olla comment {XXX} comment fans {XXX} fans power {unknown_state} 	2	unknown_state
ml_sen_662	Dislike adicha colani membersin ente namaskaram. Feeling pucham	dislike adicha {Negative} adicha colani {XXX} colani membersin {XXX} membersin ente {XXX} ente namaskaram {XXX} namaskaram feeling {XXX} 	0	Negative
ml_sen_663	Pirates of Caribbean njammalum kandkknun parayan paranju!	pirates of {unknown_state} of caribbean {XXX} caribbean njammalum {XXX} njammalum kandkknun {XXX} kandkknun parayan {XXX} 	2	unknown_state
ml_sen_664	Lalettante pillarde asamsakal Mammokka	lalettante pillarde {XXX} pillarde asamsakal {XXX} 	1	Positive
ml_sen_665	Onn parayan illa. Aadipoli. Mass ikka. Unni chettan polichu	onn parayan {XXX} parayan illa {Positive} illa aadipoli {XXX} aadipoli mass {XXX} mass ikka {Positive} ikka unni {unknown_state} unni chettan {XXX} 	1	Positive
ml_sen_666	Jaldi hindi dubbbing movie  lao	jaldi hindi {XXX} hindi dubbbing {XXX} dubbbing movie {XXX} 	2	unknown_state
ml_sen_667	Tovinodee oru mass padathinuu vendi waiting aarnuu..  ethu polikuummm..	tovinodee oru {XXX} oru mass {Positive} mass padathinuu {XXX} padathinuu vendi {XXX} vendi waiting {Positive} waiting aarnuu {XXX} aarnuu ethu {XXX} 	1	Positive
ml_sen_668	VADAA aaa dialog vera level ane	vadaa aaa {XXX} aaa dialog {XXX} dialog vera {XXX} vera level {Positive} 	1	Positive
ml_sen_669	Njan Katta Lalettan aradhakananu. Ikkayude padathinu ella ashamsakalum.	njan katta {Positive} katta lalettan {Positive} lalettan aradhakananu {XXX} aradhakananu ikkayude {XXX} ikkayude padathinu {XXX} padathinu ella {XXX} 	1	Positive
ml_sen_670	I am from haryana  I like mammoty	i am {not-malayalam} am from {not-malayalam} from haryana {XXX} haryana i {XXX} i like {not-malayalam} 	4	not-malayalam/tamil
ml_sen_671	Adipoli teaser onnu parayan illa	adipoli teaser {XXX} teaser onnu {XXX} onnu parayan {XXX} 	1	Positive
ml_sen_672	Megastar Mammookka Mamangam M padmakumar Malayalam Moovi	megastar mammookka {not-malayalam} mammookka mamangam {Positive} mamangam m {not-malayalam} m padmakumar {not-malayalam} padmakumar malayalam {not-malayalam} 	4	not-malayalam/tamil
ml_sen_673	chattambi nadente oru cheriya oru koppi mathiri	chattambi nadente {XXX} nadente oru {XXX} oru cheriya {XXX} cheriya oru {XXX} oru koppi {XXX} 	1	Positive
ml_sen_674	ithi varum rajavinta trailer matram iny pooram padathila	ithi varum {XXX} varum rajavinta {XXX} rajavinta trailer {XXX} trailer matram {XXX} matram iny {XXX} iny pooram {XXX} 	2	unknown_state
ml_sen_675	192k viewsil 191k like 19k deslike ith engane	192k viewsil {XXX} viewsil 191k {XXX} 191k like {XXX} like 19k {XXX} 19k deslike {XXX} deslike ith {XXX} 	2	unknown_state
ml_sen_676	Eeetu polikkkummmmm........ trailer polichu Enni onnu thala uyarti nadakkam........we...love  Mamookkaaa....................	eeetu polikkkummmmm {XXX} polikkkummmmm trailer {XXX} trailer polichu {Positive} polichu enni {XXX} enni onnu {XXX} onnu thala {XXX} thala uyarti {XXX} uyarti nadakkamwelove {XXX} 	1	Positive
ml_sen_677	Suraj sir nigalku ithra athigam talent undu ennu eppolanu ariyunathu polichu	suraj sir {XXX} sir nigalku {XXX} nigalku ithra {XXX} ithra athigam {XXX} athigam talent {XXX} talent undu {XXX} undu ennu {XXX} ennu eppolanu {XXX} eppolanu ariyunathu {XXX} 	2	unknown_state
ml_sen_678	Stephen nedumbally oru cult aakum makkale	stephen nedumbally {unknown_state} nedumbally oru {XXX} oru cult {XXX} cult aakum {XXX} 	2	unknown_state
ml_sen_679	Pinneyum pinneyum trailer kaanan thoonnu enikke ningalkko?	pinneyum pinneyum {Positive} pinneyum trailer {XXX} trailer kaanan {unknown_state} kaanan thoonnu {XXX} thoonnu enikke {XXX} 	1	Positive
ml_sen_680	Trailer kidu kidu pakshe movie athippol kandariyaam	trailer kidu {Positive} kidu kidu {Positive} kidu pakshe {XXX} pakshe movie {XXX} movie athippol {XXX} 	1	Positive
ml_sen_681	Jayachettan keeee jayi.... Love u etta....	jayachettan keeee {XXX} keeee jayi {XXX} jayi love {XXX} love u {Positive} 	1	Positive
ml_sen_682	ന്റമ്മോ ഇജ്ജാതി trailor.. Uffftrailor ethegilum.. Padam. Pwoliyo pwoli	trailor uffftrailor {XXX} uffftrailor ethegilum {XXX} ethegilum padam {XXX} padam pwoliyo {XXX} 	1	Positive
ml_sen_683	Ekka trailer ethanel padham teatre pooraparambakkumallo.evdem kanum disliken marr	ekka trailer {XXX} trailer ethanel {Positive} ethanel padham {XXX} padham teatre {XXX} teatre pooraparambakkumalloevdem {XXX} pooraparambakkumalloevdem kanum {XXX} kanum disliken {XXX} 	1	Positive
ml_sen_684	രോമാഞ്ചം katta waiting for mamangam day november 21	katta waiting {Positive} waiting for {Positive} for mamangam {not-malayalam} mamangam day {Positive} day november {XXX} 	1	Positive
ml_sen_685	Raja is back	raja is {unknown_state} 	2	unknown_state
ml_sen_686	Itha pattacharayam pidikan varunnu.. Avan Madhura raja.. pazheya Gund kadha thanne scene mariyapol inganoke ayi	itha pattacharayam {XXX} pattacharayam pidikan {XXX} pidikan varunnu {XXX} varunnu avan {XXX} avan madhura {XXX} madhura raja {unknown_state} raja pazheya {XXX} pazheya gund {XXX} gund kadha {XXX} kadha thanne {XXX} thanne scene {XXX} scene mariyapol {XXX} mariyapol inganoke {XXX} 	2	unknown_state
ml_sen_687	Ayyo ayyo Onnum Parayan illaa	ayyo ayyo {XXX} ayyo onnum {XXX} onnum parayan {Positive} 	1	Positive
ml_sen_688	Views nokkan Vanna ikka fans like	views nokkan {XXX} nokkan vanna {unknown_state} vanna ikka {XXX} ikka fans {unknown_state} 	2	unknown_state
ml_sen_689	Romanjification  level !!   Uff  Lalettan & Prithvi !  Mass	romanjification level {XXX} level uff {XXX} uff lalettan {XXX} lalettan prithvi {Positive} 	1	Positive
ml_sen_690	Big b 2.. nu wait cheyunavarr udoo	big b {Positive} b 2 {Mixed_feelings} 2 nu {unknown_state} nu wait {XXX} wait cheyunavarr {XXX} 	2	unknown_state
ml_sen_691	Daily vannu trailer nokuunevar hit like	daily vannu {XXX} vannu trailer {unknown_state} trailer nokuunevar {XXX} nokuunevar hit {XXX} 	2	unknown_state
ml_sen_692	Jayasuriya polich entha mone lookum mundummadakki nadathoke laalettan thottupovumallo	jayasuriya polich {XXX} polich entha {XXX} entha mone {XXX} mone lookum {XXX} lookum mundummadakki {XXX} mundummadakki nadathoke {XXX} nadathoke laalettan {XXX} 	1	Positive
ml_sen_693	Over venda  Odiyanum ingane thanne aayirunnu	over venda {XXX} venda odiyanum {XXX} odiyanum ingane {XXX} ingane thanne {XXX} 	1	Positive
ml_sen_694	Powlichuu .but making video ethangalam kolam mayernnu ...	powlichuu but {XXX} but making {XXX} making video {XXX} video ethangalam {XXX} ethangalam kolam {XXX} 	1	Positive
ml_sen_695	5M  Ettanum pillarum katta stronga makkale	5m ettanum {XXX} ettanum pillarum {XXX} pillarum katta {XXX} katta stronga {XXX} 	1	Positive
ml_sen_696	Makkale oru rakshayilla oru cheriya promo njan kandu trailerinte mass alla marana mass alla kolaa mass item loading	makkale oru {Positive} oru rakshayilla {Positive} rakshayilla oru {XXX} oru cheriya {XXX} cheriya promo {XXX} promo njan {XXX} njan kandu {Positive} kandu trailerinte {XXX} trailerinte mass {XXX} mass alla {Positive} alla marana {Positive} marana mass {Positive} mass alla {Positive} alla kolaa {XXX} kolaa mass {XXX} mass item {Positive} 	1	Positive
ml_sen_697	Kurach kathirunnenkil entha	kurach kathirunnenkil {XXX} 	1	Positive
ml_sen_698	Raja soladha seyva seyyunath mattum thaan solva	raja soladha {XXX} soladha seyva {XXX} seyva seyyunath {XXX} seyyunath mattum {XXX} mattum thaan {not-malayalam} 	4	not-malayalam/tamil
ml_sen_699	Ikka namihu ningale only Wold king	ikka namihu {XXX} namihu ningale {XXX} ningale only {XXX} only wold {XXX} 	1	Positive
ml_sen_700	Enthylm 300 koli thallum muzhuvn fans.......	enthylm 300 {XXX} 300 koli {XXX} koli thallum {XXX} thallum muzhuvn {XXX} 	2	unknown_state
ml_sen_701	Aarkokke ee cinemayil Idivettu Sugunan'e kanan agraham Indo evade like adikku.🤣🤣	aarkokke ee {XXX} ee cinemayil {unknown_state} cinemayil idivettu {XXX} idivettu sugunane {XXX} sugunane kanan {XXX} kanan agraham {XXX} agraham indo {XXX} indo evade {XXX} evade like {XXX} 	2	unknown_state
ml_sen_702	I love you Mohan LAL sir I'm  a tamilan	i love {not-malayalam} love you {Positive} you mohan {XXX} mohan lal {not-malayalam} lal sir {not-malayalam} sir im {XXX} im a {Positive} 	4	not-malayalam/tamil
ml_sen_703	Padam kandit kidu aayi thoni trailer kaanunvr	padam kandit {unknown_state} kandit kidu {XXX} kidu aayi {XXX} aayi thoni {XXX} thoni trailer {XXX} 	2	unknown_state
ml_sen_704	Avasanathe idi veendum veendum kandavar ethra und	avasanathe idi {Mixed_feelings} idi veendum {XXX} veendum veendum {Positive} veendum kandavar {unknown_state} kandavar ethra {unknown_state} 	2	unknown_state
ml_sen_705	kore naal mumb erangiya aa teaserile look (iron box scene) trailer il  onnum kaanikkunnillallo🤔	kore naal {XXX} naal mumb {XXX} mumb erangiya {XXX} erangiya aa {XXX} aa teaserile {XXX} teaserile look {XXX} look iron {XXX} iron box {XXX} box scene {XXX} scene trailer {XXX} trailer il {Positive} il onnum {Mixed_feelings} 	1	Positive
ml_sen_706	Malayalathinte mahanadan #Suriyafansinte ashamsakal🤝 Trailer looks massy!	malayalathinte mahanadan {XXX} mahanadan suriyafansinte {XXX} suriyafansinte ashamsakal {XXX} ashamsakal trailer {XXX} trailer looks {XXX} 	1	Positive
ml_sen_707	Suragaattadaa kidu luck   .   Qatar biggest shopping mall  watch my chanall	suragaattadaa kidu {XXX} kidu luck {XXX} luck qatar {XXX} qatar biggest {XXX} biggest shopping {XXX} shopping mall {XXX} mall watch {XXX} watch my {XXX} 	1	Positive
ml_sen_708	Love megastar mammookka as jhon abraham palakkal	love megastar {XXX} megastar mammookka {not-malayalam} mammookka as {XXX} as jhon {XXX} jhon abraham {XXX} 	1	Positive
ml_sen_709	Nammude Muvattupuzha mall anennu thonnunnu... Location	nammude muvattupuzha {XXX} muvattupuzha mall {XXX} mall anennu {XXX} anennu thonnunnu {Mixed_feelings} 	2	unknown_state
ml_sen_710	5.2M+ Views  324k+ Likes 27k+ dislikes #1Trending... March 28  #L #L666 #Lucifer	52m views {XXX} views 324k {XXX} 324k likes {XXX} likes 27k {XXX} 27k dislikes {XXX} dislikes 1trending {XXX} 1trending march {XXX} march 28 {Positive} 28 l {XXX} l l666 {XXX} 	2	unknown_state
ml_sen_711	Prabhakara...Reminded me Nadodikattu Thilakan sir..All the best team...	prabhakarareminded me {XXX} me nadodikattu {XXX} nadodikattu thilakan {XXX} thilakan sirall {XXX} sirall the {XXX} the best {Positive} 	1	Positive
ml_sen_712	murugande kayyil ninnum kastichu rakshapettu rajayude munnil chennu chadi kodutu alle  .....Mr Daddy girija	murugande kayyil {XXX} kayyil ninnum {XXX} ninnum kastichu {XXX} kastichu rakshapettu {XXX} rakshapettu rajayude {XXX} rajayude munnil {XXX} munnil chennu {XXX} chennu chadi {XXX} chadi kodutu {XXX} kodutu alle {XXX} alle mr {Negative} mr daddy {XXX} 	1	Positive
ml_sen_713	سوبر    ممتاز  رائع		1	Positive
ml_sen_714	Eee padam oru above feel good movie aayirikkum een pratheekshikku...DILEEPETTAN. ..love you....	eee padam {XXX} padam oru {Positive} oru above {XXX} above feel {XXX} feel good {Positive} good movie {Positive} movie aayirikkum {XXX} aayirikkum een {XXX} een pratheekshikkudileepettan {XXX} pratheekshikkudileepettan love {XXX} 	1	Positive
ml_sen_715	Maryaadhakku kudumbam nokki nadanna shammiye vattanaakkiyathu ival oruthiyaanu ivalkku angane thanne venam.shammi🤴evide kidakkunu aa colony Bobby‍🦱 evide kidakkunu	maryaadhakku kudumbam {XXX} kudumbam nokki {XXX} nokki nadanna {XXX} nadanna shammiye {XXX} shammiye vattanaakkiyathu {XXX} vattanaakkiyathu ival {XXX} ival oruthiyaanu {XXX} oruthiyaanu ivalkku {XXX} ivalkku angane {XXX} angane thanne {Positive} thanne venamshammievide {XXX} venamshammievide kidakkunu {XXX} kidakkunu aa {XXX} aa colony {XXX} colony bobby {XXX} bobby evide {XXX} 	1	Positive
ml_sen_716	ith nammude chekkan polikkum          #kalki #tovino	ith nammude {XXX} nammude chekkan {XXX} chekkan polikkum {XXX} polikkum kalki {XXX} 	1	Positive
ml_sen_717	I can't even understand single word..Vivek Oberoi Bollywood m be jyada kaam karna chahiye.	i cant {not-malayalam} cant even {XXX} even understand {XXX} understand single {XXX} single wordvivek {XXX} wordvivek oberoi {XXX} oberoi bollywood {XXX} bollywood m {XXX} m be {XXX} be jyada {XXX} jyada kaam {XXX} kaam karna {XXX} 	1	Positive
ml_sen_718	രാജ double അല്ല		1	Positive
ml_sen_719	Wow   super look Mammookka	wow super {XXX} super look {XXX} 	1	Positive
ml_sen_720	What a making man.. awesome	what a {not-malayalam} a making {not-malayalam} making man {XXX} 	4	not-malayalam/tamil
ml_sen_721	Pulikku pakaram patti odande vere mattam onnum ella.	pulikku pakaram {XXX} pakaram patti {Negative} patti odande {XXX} odande vere {XXX} vere mattam {XXX} mattam onnum {XXX} 	1	Positive
ml_sen_722	Kidillam... Lalettan maranna mass.....  prithvi... Direction... First time.. unbelievable...	kidillam lalettan {XXX} lalettan maranna {XXX} maranna mass {Positive} mass prithvi {XXX} prithvi direction {XXX} direction first {XXX} first time {XXX} 	1	Positive
ml_sen_723	shuger raja fance onnu virachu alle.ithokke endh varan pokunnathanu mone pooram	shuger raja {XXX} raja fance {XXX} fance onnu {XXX} onnu virachu {XXX} virachu alleithokke {XXX} alleithokke endh {XXX} endh varan {XXX} varan pokunnathanu {XXX} pokunnathanu mone {XXX} 	2	unknown_state
ml_sen_724	Ikka polechuu vendum .....marna mass anuu	ikka polechuu {XXX} polechuu vendum {XXX} vendum marna {XXX} marna mass {XXX} 	1	Positive
ml_sen_725	Happy big day ഇക്കാ  Love you.....	happy big {XXX} big day {XXX} day love {XXX} 	1	Positive
ml_sen_726	4 lakh views in just 11hrs...! Awesome	4 lakh {XXX} lakh views {XXX} views in {not-malayalam} in just {XXX} just 11hrs {XXX} 	4	not-malayalam/tamil
ml_sen_727	18 k views 125k likes 🤔 🤨	18 k {XXX} k views {not-malayalam} views 125k {XXX} 	4	not-malayalam/tamil
ml_sen_728	Maranamass trailer.....orupaad ishtamaayi.....Lalettan Prithvi combo pwolichadakkum....	maranamass trailerorupaad {XXX} trailerorupaad ishtamaayilalettan {XXX} ishtamaayilalettan prithvi {XXX} prithvi combo {Positive} 	1	Positive
ml_sen_729	pandu mamangam nadannirunna nila nadiyude terrathulla nattukkar undo lyke adichu powlikku	pandu mamangam {XXX} mamangam nadannirunna {XXX} nadannirunna nila {XXX} nila nadiyude {XXX} nadiyude terrathulla {XXX} terrathulla nattukkar {XXX} nattukkar undo {XXX} undo lyke {XXX} lyke adichu {XXX} 	1	Positive
ml_sen_730	#2 on treding. ..#1trending mmade karikk	2 on {XXX} on treding {XXX} treding 1trending {XXX} 1trending mmade {XXX} 	2	unknown_state
ml_sen_731	Bigbyl Great fathern undaya yamandan item... ith Vaarum kodikal	bigbyl great {XXX} great fathern {XXX} fathern undaya {XXX} undaya yamandan {XXX} yamandan item {XXX} item ith {Positive} ith vaarum {XXX} 	1	Positive
ml_sen_732	Ippolm repeat adich kanunnavar ivde like	ippolm repeat {XXX} repeat adich {Positive} adich kanunnavar {Positive} kanunnavar ivde {unknown_state} 	1	Positive
ml_sen_733	hindhukalk avan hanuman Muslimnu suleeman kristhinsnu   sudappi	hindhukalk avan {XXX} avan hanuman {XXX} hanuman muslimnu {XXX} muslimnu suleeman {XXX} suleeman kristhinsnu {XXX} 	2	unknown_state
ml_sen_734	Kanjaavu business nashtathilaayappol daddy girija kallavaattu business thudangi.	kanjaavu business {XXX} business nashtathilaayappol {XXX} nashtathilaayappol daddy {XXX} daddy girija {Negative} girija kallavaattu {XXX} kallavaattu business {XXX} 	0	Negative
ml_sen_735	Once a king always a king	once a {not-malayalam} a king {not-malayalam} king always {not-malayalam} always a {not-malayalam} 	4	not-malayalam/tamil
ml_sen_736	Kuch Samaj Mai nhi Aya but Maja Aya	kuch samaj {XXX} samaj mai {XXX} mai nhi {XXX} nhi aya {XXX} aya but {XXX} but maja {XXX} 	1	Positive
ml_sen_737	Wokinu edayilum vannu trailer kanunna arokeyund	wokinu edayilum {XXX} edayilum vannu {XXX} vannu trailer {unknown_state} trailer kanunna {unknown_state} 	2	unknown_state
ml_sen_738	Ithu kanda malayaly chunks udenkil ..........adi oru like	ithu kanda {XXX} kanda malayaly {XXX} malayaly chunks {XXX} chunks udenkil {XXX} udenkil adi {XXX} adi oru {unknown_state} 	2	unknown_state
ml_sen_739	Nanippa ethra vattayi ith kananath enta ikka mass kanikkan ikkana kayinnale Vera alollu	nanippa ethra {XXX} ethra vattayi {XXX} vattayi ith {XXX} ith kananath {XXX} kananath enta {XXX} enta ikka {Positive} ikka mass {Positive} mass kanikkan {Positive} kanikkan ikkana {XXX} ikkana kayinnale {XXX} kayinnale vera {XXX} 	1	Positive
ml_sen_740	Fdfs kerunnavr adikk stephen nedumballikk like ..... ettan kolakolli mass.... with class	fdfs kerunnavr {XXX} kerunnavr adikk {XXX} adikk stephen {XXX} stephen nedumballikk {XXX} nedumballikk like {XXX} like ettan {XXX} ettan kolakolli {XXX} kolakolli mass {XXX} mass with {XXX} 	1	Positive
ml_sen_741	Waaaawwwwwww...    No words....  mommukkaaa	waaaawwwwwww no {XXX} no words {Positive} 	1	Positive
ml_sen_742	Kidu kidilan trailor. Lalettan rocks  L rocks...	kidu kidilan {XXX} kidilan trailor {XXX} trailor lalettan {XXX} lalettan rocks {Positive} rocks l {XXX} 	1	Positive
ml_sen_743	Trailer pora . Disappointed     Padam nannayal mathiyarunnu	trailer pora {Negative} pora disappointed {XXX} disappointed padam {XXX} padam nannayal {Mixed_feelings} 	0	Negative
ml_sen_744	Mamangam Trailer Troll Video kananamenkil #RijasModed	mamangam trailer {unknown_state} trailer troll {XXX} troll video {XXX} video kananamenkil {XXX} 	2	unknown_state
ml_sen_745	Ente line ente Peru helan ennanu 🤩	ente line {XXX} line ente {XXX} ente peru {Positive} peru helan {XXX} 	1	Positive
ml_sen_746	Sunny chechiii Fans Hit like	sunny chechiii {XXX} chechiii fans {XXX} fans hit {not-malayalam} 	4	not-malayalam/tamil
ml_sen_747	Theater thufaaan aakan ethil kooduthal onum venda	theater thufaaan {XXX} thufaaan aakan {XXX} aakan ethil {XXX} ethil kooduthal {XXX} kooduthal onum {XXX} 	2	unknown_state
ml_sen_748	Mammmookka no words.katta support to GANAGANDHARVAN . Kalasadhan ullasinu janmadhinashamsakal. Pinne pisharody	mammmookka no {XXX} no wordskatta {XXX} wordskatta support {XXX} support to {not-malayalam} to ganagandharvan {XXX} ganagandharvan kalasadhan {XXX} kalasadhan ullasinu {XXX} ullasinu janmadhinashamsakal {XXX} janmadhinashamsakal pinne {XXX} 	1	Positive
ml_sen_749	Rameshettante manoharamaya directionil oru athi manoharamaya oru filim aayirikum gaanagandharvanurappund	rameshettante manoharamaya {XXX} manoharamaya directionil {XXX} directionil oru {XXX} oru athi {XXX} athi manoharamaya {XXX} manoharamaya oru {XXX} oru filim {XXX} filim aayirikum {XXX} 	1	Positive
ml_sen_750	Ikka fans		1	Positive
ml_sen_751	Poli trailer .   feeling രോമാഞ്ചം	poli trailer {Negative} 	0	Negative
ml_sen_752	Padam hit ahnu.. kaaranam ithinte producer Vineethettan aanu	padam hit {Positive} hit ahnu {XXX} ahnu kaaranam {XXX} kaaranam ithinte {XXX} ithinte producer {XXX} producer vineethettan {XXX} 	1	Positive
ml_sen_753	Arenkilum poi aa  srreeeekumaarane onnu vilich kaanich kodukkedoo  entha  etha  cinemannu  .....&&&&@@@	arenkilum poi {XXX} poi aa {XXX} aa srreeeekumaarane {XXX} srreeeekumaarane onnu {XXX} onnu vilich {XXX} vilich kaanich {XXX} kaanich kodukkedoo {XXX} kodukkedoo entha {XXX} entha etha {XXX} 	1	Positive
ml_sen_754	Oru rakshayilla mass trailer!!!  Mammookka 🥰	oru rakshayilla {Positive} rakshayilla mass {XXX} mass trailer {Positive} 	1	Positive
ml_sen_755	Avarage aakana sadiatha tovino ishtam	avarage aakana {XXX} aakana sadiatha {XXX} sadiatha tovino {XXX} 	2	unknown_state
ml_sen_756	Marana mass pwolichu kolakollii.... Kidu... No words to express	marana mass {Positive} mass pwolichu {XXX} pwolichu kolakollii {XXX} kolakollii kidu {XXX} kidu no {XXX} no words {Positive} words to {Positive} 	1	Positive
ml_sen_757	MAMMUKKA FANS LIKE ADI Mammukka uff vere level	mammukka fans {unknown_state} fans like {unknown_state} like adi {unknown_state} adi mammukka {XXX} mammukka uff {XXX} uff vere {Positive} 	2	unknown_state
ml_sen_758	Varunnath oru kidu item....  A10 teams  stand vidanam	varunnath oru {Positive} oru kidu {Negative} kidu item {Positive} item a10 {XXX} a10 teams {XXX} teams stand {XXX} 	1	Positive
ml_sen_759	Nalla kidukkachii trailer... Ikka love uuu...	nalla kidukkachii {XXX} kidukkachii trailer {XXX} trailer ikka {Positive} ikka love {Positive} 	1	Positive
ml_sen_760	aaa dislike adikkunnavanmar verarumalla complete actorinte sperm	aaa dislike {XXX} dislike adikkunnavanmar {XXX} adikkunnavanmar verarumalla {XXX} verarumalla complete {XXX} complete actorinte {XXX} 	0	Negative
ml_sen_761	Lalettan Vere level Plus Rajuvettan Direction  And Tovino Mass	lalettan vere {XXX} vere level {Positive} level plus {XXX} plus rajuvettan {XXX} rajuvettan direction {XXX} direction and {Positive} and tovino {XXX} 	1	Positive
ml_sen_762	Aaruvaadee dislike adich ponath ithrakk kazhappoo	aaruvaadee dislike {XXX} dislike adich {Negative} adich ponath {XXX} ponath ithrakk {XXX} 	0	Negative
ml_sen_763	Katta ikka fan aahnu...but kidukachi trailer...FDFS kandirikum	katta ikka {Positive} ikka fan {Positive} fan aahnubut {XXX} aahnubut kidukachi {XXX} kidukachi trailerfdfs {XXX} 	1	Positive
ml_sen_764	Paringgiyude munbhil thalakumbit nikkaan kunnjaalik patulla....appo aara muttu madakkiywth(rss) thannje...cherupp nakkikal...  Kaanada punnjara makkale...musalmaante chankoottam....	paringgiyude munbhil {XXX} munbhil thalakumbit {XXX} thalakumbit nikkaan {XXX} nikkaan kunnjaalik {XXX} kunnjaalik patullaappo {XXX} patullaappo aara {XXX} aara muttu {XXX} muttu madakkiywthrss {XXX} madakkiywthrss thannjecherupp {XXX} thannjecherupp nakkikal {XXX} nakkikal kaanada {XXX} kaanada punnjara {XXX} punnjara makkalemusalmaante {XXX} 	2	unknown_state
ml_sen_765	10mim 45k like lalettan the mass	10mim 45k {XXX} 45k like {XXX} like lalettan {unknown_state} lalettan the {XXX} 	2	unknown_state
ml_sen_766	Ethra kandittum mathiyakunnilla trailer. Athraykku kidu . Lal sir nte makeover athigambheeram.	ethra kandittum {XXX} kandittum mathiyakunnilla {XXX} mathiyakunnilla trailer {XXX} trailer athraykku {XXX} athraykku kidu {XXX} kidu lal {XXX} lal sir {not-malayalam} sir nte {XXX} nte makeover {XXX} 	1	Positive
ml_sen_767	nalla trailer  ini ennathina padam kanunne	nalla trailer {Positive} trailer ini {unknown_state} ini ennathina {XXX} ennathina padam {XXX} 	1	Positive
ml_sen_768	Yenthina aa manjvine ithilekku valichirakkiyathu aval undayathukondu padam kananulla aa thrill poyi	yenthina aa {XXX} aa manjvine {XXX} manjvine ithilekku {XXX} ithilekku valichirakkiyathu {XXX} valichirakkiyathu aval {XXX} aval undayathukondu {XXX} undayathukondu padam {XXX} padam kananulla {XXX} kananulla aa {XXX} aa thrill {XXX} 	1	Positive
ml_sen_769	Nalla oru police movie kanan orungikko	nalla oru {Positive} oru police {XXX} police movie {XXX} movie kanan {Positive} 	1	Positive
ml_sen_770	Onnum.. Parayaan.. Illaa... Leavl... Levalll...	onnum parayaan {Positive} parayaan illaa {XXX} illaa leavl {XXX} 	1	Positive
ml_sen_771	Rajauda kalii enum keralam kannan pokunnaa olluu🤩🤩	rajauda kalii {XXX} kalii enum {XXX} enum keralam {XXX} keralam kannan {XXX} kannan pokunnaa {XXX} 	2	unknown_state
ml_sen_772	Tovino chettan fans ille	tovino chettan {XXX} chettan fans {XXX} 	2	unknown_state
