id	text	label	category
ml_sen_634	Oru katta fan is waiting	1	Positive
ml_sen_635	Padam KanduOru Tamil Padam Kanda feelOrupadu prethikshichuOru one man show and prithviraj etra tazhan patummo atrem tannnu	1	Positive
ml_sen_636	I am a big MOHANLAL fanss	4	not-malayalam/tamil
ml_sen_637	Prithviraj poster kanditu pull evdelum kannan undonu thirakan vannavare porateeey	2	unknown_state
ml_sen_638	 waitinggggvegam  mani aakkan pattumounsahikkable	1	Positive
ml_sen_639	Like adichit button pottikandirnna bagiyam ikkaa	4	not-malayalam/tamil
ml_sen_640	Dislike adicha thaayolikale adikendavark like cheyyanulla comment	0	Negative
ml_sen_641	Qureshi enn Peru kettvar etra perund	2	unknown_state
ml_sen_642	Enthayalum Nov  nu thanne kananam	1	Positive
ml_sen_643	Malayalathill edhuvare egane oru trailer kandittilla	1	Positive
ml_sen_644	mr consistant mamooka ishtam oroo padavum ethra koli nedi ennthil alla marich janamansil ethikkuntila karymikka	1	Positive
ml_sen_645	Ikkayude aaa varavu kandittu box office theernnanna thonnunne	1	Positive
ml_sen_646	Trailer kalaki ente ponnikkake happy birthday	1	Positive
ml_sen_647	Onnum nookandaNeetti oru like angu adicheekku	1	Positive
ml_sen_648	Padam kanan pattatha vishamathil trailer kandu vishamam mattunnathu njan mathram ano	1	Positive
ml_sen_649	Prakadanam kondum perfromace kondum elllavarum theatre thakarkan pokunna mamangamunni mukundhan oru vazhi thiriv aavate ee movie	1	Positive
ml_sen_650	Enna padam ethillum high irakiya villian potti palisayi pinna ithe	0	Negative
ml_sen_651	Tovino achayanodu ulla aradhana kandu like adichavarum Theatre poyee kanam enn vechavarum adikkk	1	Positive
ml_sen_652	Vere level trailer and bgm  ikka look powlii	1	Positive
ml_sen_653	Adutha oru vedimarunnu ready ayitundueppo pottikanam ennu paranja mathilalunni fans and pottan  fans undo evide	2	unknown_state
ml_sen_654	Ee Padam odiyan Kandu niraasaeaya fansinte thallal aanennum Lalettante class movikalude ezhu ayalthu varilla ennum karurhunnavar like pls	1	Positive
ml_sen_655	Ikka padam color aakan sunny chechi ne vare erraki	1	Positive
ml_sen_656	Film kanunnathinu munpu trailer kaanaan vannavar undo	2	unknown_state
ml_sen_657	Raja solvarath thaan syvaa seyrath mattuntha solvaan	4	not-malayalam/tamil
ml_sen_658	WOOOOOW  Mathi  Ithumathi  mammookkaa	1	Positive
ml_sen_659	Waiting  pravashyam  kanum  releaseday	1	Positive
ml_sen_660	Come ondraaa mahasheeee Vegam iduuuu 	2	unknown_state
ml_sen_661	Teaser  ishttapettavark  Like  adikkan  olla  comment   fans  power  nokkate	2	unknown_state
ml_sen_662	Dislike adicha colani membersin ente namaskaram Feeling pucham	0	Negative
ml_sen_663	Pirates of Caribbean njammalum kandkknun parayan paranju	0	Negative
ml_sen_664	Lalettante pillarde asamsakal Mammokka	1	Positive
ml_sen_665	Onn parayan illa Aadipoli Mass ikka Unni chettan polichu	1	Positive
ml_sen_666	Jaldi hindi dubbbing movie  lao	4	not-malayalam/tamil
ml_sen_667	Tovinodee oru mass padathinuu vendi waiting aarnuu  ethu polikuummm	1	Positive
ml_sen_668	VADAA aaa dialog vera level ane	1	Positive
ml_sen_669	Njan Katta Lalettan aradhakananu Ikkayude padathinu ella ashamsakalum	1	Positive
ml_sen_670	I am from haryana  I like mammoty	4	not-malayalam/tamil
ml_sen_671	Adipoli teaser onnu parayan illa	1	Positive
ml_sen_672	Megastar Mammookka Mamangam M padmakumar Malayalam Moovi	4	not-malayalam/tamil
ml_sen_673	chattambi nadente oru cheriya oru koppi mathiri	1	Positive
ml_sen_674	ithi varum rajavinta trailer matram iny pooram padathila	1	Positive
ml_sen_675	k viewsil k like k deslike ith engane	2	unknown_state
ml_sen_676	Eeetu polikkkummmmm trailer polichu Enni onnu thala uyarti nadakkamwelove  Mamookkaaa	1	Positive
ml_sen_677	Suraj sir nigalku ithra athigam talent undu ennu eppolanu ariyunathu polichu	1	Positive
ml_sen_678	Stephen nedumbally oru cult aakum makkale	1	Positive
ml_sen_679	Pinneyum pinneyum trailer kaanan thoonnu enikke ningalkko	1	Positive
ml_sen_680	Trailer kidu kidu pakshe movie athippol kandariyaam	1	Positive
ml_sen_681	Jayachettan keeee jayi Love u etta	1	Positive
ml_sen_682	  trailor Uffftrailor ethegilum Padam Pwoliyo pwoli	1	Positive
ml_sen_683	Ekka trailer ethanel padham teatre pooraparambakkumalloevdem kanum disliken marr	1	Positive
ml_sen_684	 katta waiting for mamangam day november 	4	not-malayalam/tamil
ml_sen_685	Raja is back	4	not-malayalam/tamil
ml_sen_686	Itha pattacharayam pidikan varunnu Avan Madhura raja pazheya Gund kadha thanne scene mariyapol inganoke ayi	2	unknown_state
ml_sen_687	Ayyo ayyo Onnum Parayan illaa	0	Negative
ml_sen_688	Views nokkan Vanna ikka fans like	2	unknown_state
ml_sen_689	Romanjification  level    Uff  Lalettan  Prithvi   Mass	1	Positive
ml_sen_690	Big b  nu wait cheyunavarr udoo	1	Positive
ml_sen_691	Daily vannu trailer nokuunevar hit like	2	unknown_state
ml_sen_692	Jayasuriya polich entha mone lookum mundummadakki nadathoke laalettan thottupovumallo	1	Positive
ml_sen_693	Over venda  Odiyanum ingane thanne aayirunnu	3	Mixed_feelings
ml_sen_694	Powlichuu but making video ethangalam kolam mayernnu 	3	Mixed_feelings
ml_sen_695	M  Ettanum pillarum katta stronga makkale	1	Positive
ml_sen_696	Makkale oru rakshayilla oru cheriya promo njan kandu trailerinte mass alla marana mass alla kolaa mass item loading	1	Positive
ml_sen_697	Kurach kathirunnenkil entha	0	Negative
ml_sen_698	Raja soladha seyva seyyunath mattum thaan solva	4	not-malayalam/tamil
ml_sen_699	Ikka namihu ningale only Wold king	1	Positive
ml_sen_700	Enthylm  koli thallum muzhuvn fans	4	not-malayalam/tamil
ml_sen_701	Aarkokke ee cinemayil Idivettu Sugunane kanan agraham Indo evade like adikku	2	unknown_state
ml_sen_702	I love you Mohan LAL sir Im  a tamilan	4	not-malayalam/tamil
ml_sen_703	Padam kandit kidu aayi thoni trailer kaanunvr	3	Mixed_feelings
ml_sen_704	Avasanathe idi veendum veendum kandavar ethra und	2	unknown_state
ml_sen_705	kore naal mumb erangiya aa teaserile look iron box scene trailer il  onnum kaanikkunnillallo	1	Positive
ml_sen_706	Malayalathinte mahanadan Suriyafansinte ashamsakal Trailer looks massy	1	Positive
ml_sen_707	Suragaattadaa kidu luck      Qatar biggest shopping mall  watch my chanall	4	not-malayalam/tamil
ml_sen_708	Love megastar mammookka as jhon abraham palakkal	4	not-malayalam/tamil
ml_sen_709	Nammude Muvattupuzha mall anennu thonnunnu Location	3	Mixed_feelings
ml_sen_710	M Views  k Likes k dislikes Trending March   L L Lucifer	4	not-malayalam/tamil
ml_sen_711	PrabhakaraReminded me Nadodikattu Thilakan sirAll the best team	4	not-malayalam/tamil
ml_sen_712	murugande kayyil ninnum kastichu rakshapettu rajayude munnil chennu chadi kodutu alle  Mr Daddy girija	3	Mixed_feelings
ml_sen_713	      	1	Positive
ml_sen_714	Eee padam oru above feel good movie aayirikkum een pratheekshikkuDILEEPETTAN love you	1	Positive
ml_sen_715	Maryaadhakku kudumbam nokki nadanna shammiye vattanaakkiyathu ival oruthiyaanu ivalkku angane thanne venamshammievide kidakkunu aa colony Bobby evide kidakkunu	2	unknown_state
ml_sen_716	ith nammude chekkan polikkum          kalki tovino	1	Positive
ml_sen_717	I cant even understand single wordVivek Oberoi Bollywood m be jyada kaam karna chahiye	4	not-malayalam/tamil
ml_sen_718	 double 	1	Positive
ml_sen_719	Wow   super look Mammookka	1	Positive
ml_sen_720	What a making man awesome	1	Positive
ml_sen_721	Pulikku pakaram patti odande vere mattam onnum ella	0	Negative
ml_sen_722	Kidillam Lalettan maranna mass  prithvi Direction First time unbelievable	1	Positive
ml_sen_723	shuger raja fance onnu virachu alleithokke endh varan pokunnathanu mone pooram	1	Positive
ml_sen_724	Ikka polechuu vendum marna mass anuu	1	Positive
ml_sen_725	Happy big day   Love you	4	not-malayalam/tamil
ml_sen_726	 lakh views in just hrs Awesome	4	not-malayalam/tamil
ml_sen_727	 k views k likes  	4	not-malayalam/tamil
ml_sen_728	Maranamass trailerorupaad ishtamaayiLalettan Prithvi combo pwolichadakkum	1	Positive
ml_sen_729	pandu mamangam nadannirunna nila nadiyude terrathulla nattukkar undo lyke adichu powlikku	2	unknown_state
ml_sen_730	 on treding trending mmade karikk	4	not-malayalam/tamil
ml_sen_731	Bigbyl Great fathern undaya yamandan item ith Vaarum kodikal	1	Positive
ml_sen_732	Ippolm repeat adich kanunnavar ivde like	2	unknown_state
ml_sen_733	hindhukalk avan hanuman Muslimnu suleeman kristhinsnu   sudappi	2	unknown_state
ml_sen_734	Kanjaavu business nashtathilaayappol daddy girija kallavaattu business thudangi	3	Mixed_feelings
ml_sen_735	Once a king always a king	4	not-malayalam/tamil
ml_sen_736	Kuch Samaj Mai nhi Aya but Maja Aya	3	Mixed_feelings
ml_sen_737	Wokinu edayilum vannu trailer kanunna arokeyund	1	Positive
ml_sen_738	Ithu kanda malayaly chunks udenkil adi oru like	1	Positive
ml_sen_739	Nanippa ethra vattayi ith kananath enta ikka mass kanikkan ikkana kayinnale Vera alollu	1	Positive
ml_sen_740	Fdfs kerunnavr adikk stephen nedumballikk like  ettan kolakolli mass with class	1	Positive
ml_sen_741	Waaaawwwwwww    No words  mommukkaaa	1	Positive
ml_sen_742	Kidu kidilan trailor Lalettan rocks  L rocks	1	Positive
ml_sen_743	Trailer pora  Disappointed     Padam nannayal mathiyarunnu	3	Mixed_feelings
ml_sen_744	Mamangam Trailer Troll Video kananamenkil RijasModed	1	Positive
ml_sen_745	Ente line ente Peru helan ennanu 	1	Positive
ml_sen_746	Sunny chechiii Fans Hit like	4	not-malayalam/tamil
ml_sen_747	Theater thufaaan aakan ethil kooduthal onum venda	3	Mixed_feelings
ml_sen_748	Mammmookka no wordskatta support to GANAGANDHARVAN  Kalasadhan ullasinu janmadhinashamsakal Pinne pisharody	4	not-malayalam/tamil
ml_sen_749	Rameshettante manoharamaya directionil oru athi manoharamaya oru filim aayirikum gaanagandharvanurappund	3	Mixed_feelings
ml_sen_750	Ikka fans	1	Positive
ml_sen_751	Poli trailer    feeling 	1	Positive
ml_sen_752	Padam hit ahnu kaaranam ithinte producer Vineethettan aanu	3	Mixed_feelings
ml_sen_753	Arenkilum poi aa  srreeeekumaarane onnu vilich kaanich kodukkedoo  entha  etha  cinemannu  	1	Positive
ml_sen_754	Oru rakshayilla mass trailer  Mammookka 	1	Positive
ml_sen_755	Avarage aakana sadiatha tovino ishtam	3	Mixed_feelings
ml_sen_756	Marana mass pwolichu kolakollii Kidu No words to express	1	Positive
ml_sen_757	MAMMUKKA FANS LIKE ADI Mammukka uff vere level	1	Positive
ml_sen_758	Varunnath oru kidu item  A teams  stand vidanam	1	Positive
ml_sen_759	Nalla kidukkachii trailer Ikka love uuu	1	Positive
ml_sen_760	aaa dislike adikkunnavanmar verarumalla complete actorinte sperm	0	Negative
ml_sen_761	Lalettan Vere level Plus Rajuvettan Direction  And Tovino Mass	1	Positive
ml_sen_762	Aaruvaadee dislike adich ponath ithrakk kazhappoo	0	Negative
ml_sen_763	Katta ikka fan aahnubut kidukachi trailerFDFS kandirikum	1	Positive
ml_sen_764	Paringgiyude munbhil thalakumbit nikkaan kunnjaalik patullaappo aara muttu madakkiywthrss thannjecherupp nakkikal  Kaanada punnjara makkalemusalmaante chankoottam	3	Mixed_feelings
ml_sen_765	mim k like lalettan the mass	1	Positive
ml_sen_766	Ethra kandittum mathiyakunnilla trailer Athraykku kidu  Lal sir nte makeover athigambheeram	1	Positive
ml_sen_767	nalla trailer  ini ennathina padam kanunne	3	Mixed_feelings
ml_sen_768	Yenthina aa manjvine ithilekku valichirakkiyathu aval undayathukondu padam kananulla aa thrill poyi	0	Negative
ml_sen_769	Nalla oru police movie kanan orungikko	1	Positive
ml_sen_770	Onnum Parayaan Illaa Leavl Levalll	1	Positive
ml_sen_771	Rajauda kalii enum keralam kannan pokunnaa olluu	2	unknown_state
ml_sen_772	Tovino chettan fans ille	2	unknown_state
ml_sen_773	Itchy poloru trailer ithuvare kandittillaa ini kanumonnu ariyillaa kinnnaammkaachiii polichuuuu	1	Positive
ml_sen_774	 sep   ippozhum vannu kanunnavar vannu like adichechum poykko	2	unknown_state
ml_sen_775	sorry padam maari poyii ithu etho hollywood padam	3	Mixed_feelings
ml_sen_776	Ee idaik irangiyathil  best trailer in Malayalam movie	4	not-malayalam/tamil
ml_sen_777	Vikruthiyude vijayathinu shesham veendum prekshakare akamshayilakkikond adutha padam Android KunjappanAwaiting 	2	unknown_state
ml_sen_778	Ithinte script writereee Aarenkilum idakku orukkuka	3	Mixed_feelings
ml_sen_779	Oru doubt ithil ethu kalakhattamanu kanikhunnathu	3	Mixed_feelings
ml_sen_780	Lokha cinimayude thara rajavu nammude lalettan	1	Positive
ml_sen_781	Pirates of carriebian scenes illennu oru doubt 	3	Mixed_feelings
ml_sen_782	ithil  apo  mammooty alle nayagan 	0	Negative
ml_sen_783	Ethil vann dislike adikkunna makalkku epo thane kuru potti thudangiyalo	0	Negative
ml_sen_784	Kandunalla movieSuraj oru rekshayumillajeevich kanichu award urappanalla moviecomedy  love  Sadkunjappan Pwoliya	1	Positive
ml_sen_785	Rajuetan direction kidilanavumenn ee trailer kandal urappikkam oru rakshayumilla	1	Positive
ml_sen_786	Aahkidukkiteaserile niraashatrailerum bomma paatumothukki Ssi am thrilled	4	not-malayalam/tamil
ml_sen_787	Oops its  but you dont feel like it lengthy awesome	4	not-malayalam/tamil
ml_sen_788	Mass  Ikka  Terror bgm Ithu pwolikum	1	Positive
ml_sen_789	Malappurathum kozhikkodumula jhangal eebashakett chirich mann kappi marakkarenna deerayodhavinte shabdam inganeyalla Vendath ith mimikrikkar stegil avatharippikunna comedy paripadipoleyanallo ha	3	Mixed_feelings
ml_sen_790	Makale ith polikum ikkaaa love you	1	Positive
ml_sen_791	Laletta Raju Etta all the best	1	Positive
ml_sen_792	padam kandittu trailer Kanaan vannavar undo	2	unknown_state
ml_sen_793	Prithvi yude memories um Ekka yude big b yum orimich kalicha poale	3	Mixed_feelings
ml_sen_794	Jayettante punyalanu sesham trissur slangilulla hitakum ethu	1	Positive
ml_sen_795	Prithviraj venamenn parayunnavar adi oru like	2	unknown_state
ml_sen_796	Nammala Lalettan fans  like adiche	2	unknown_state
ml_sen_797	Panangad karu und engil like adikuuu	2	unknown_state
ml_sen_798	Ethu Pwolikum  Mammookha  BGM Verai level	1	Positive
ml_sen_799	evideyokeyo oru pulimurugan touch eniku mathramano thonniyathu	3	Mixed_feelings
ml_sen_800	Padam kand shesham trailer kanan vanavar undegil like adi	2	unknown_state
ml_sen_801	Unda ude teaser kandit vannavar like adich  hajar avendathanu	2	unknown_state
ml_sen_802	 dislike haaa oka mumuty fans ayerikyum kastam	0	Negative
ml_sen_803	Mass kanikkan mle palettan kayinjje vera aalullu	1	Positive
ml_sen_804	veendum veendum triler kannunavar like adik evide	2	unknown_state
ml_sen_805	Before hrs itz went to M	4	not-malayalam/tamil
ml_sen_806	Vallatha jathi trailer onnum pidikittiyilla prithivi brilliance	3	Mixed_feelings
ml_sen_807	Trailer kand kuru potti olich ippozhe degrading thodangi entha avastha ikka fans ichiri ulupp	0	Negative
ml_sen_808	Lucifer kandu kidilol kidilam Ippo Katta Waiting for Raja	1	Positive
ml_sen_809	    love you mammukkaa 	1	Positive
ml_sen_810	Njan Oru lalettan fan aaanu Ithu Oru rakshayum illa mammoka heavy masss	1	Positive
ml_sen_811	Dislikes inde  alla  madangu likes adikkum athan lalettande power	2	unknown_state
ml_sen_812	Ithiloke vannu dislike adikunnavane okke namikanam	0	Negative
ml_sen_813	Ith kandapo ronchaaamam Enik matram aanoo vanne	3	Mixed_feelings
ml_sen_814	Sunny chechide kolam nokkan trailer kandavarundo	2	unknown_state
ml_sen_815	dislike adicha verum k   mnmar  aarde fans aanenn parayandellooo	0	Negative
ml_sen_816	Ethra thavana kandennu enk polum ariyilllaaaa	2	unknown_state
ml_sen_817	Padam kanda shesham trailer kandathukondu oru aaswasam	1	Positive
ml_sen_818	MAMMUK  FANS  PERUMBAOOR  SUPER     jai jai mammuk	4	not-malayalam/tamil
ml_sen_819	Its not a trailer its a ultsavam	4	not-malayalam/tamil
ml_sen_820	Dear Lalettan Fans	4	not-malayalam/tamil
ml_sen_821	Ravanan aya avane illathakkan oru avatharam vendi varumikkaa	2	unknown_state
ml_sen_822	Trending  on Tamil Nadu	4	not-malayalam/tamil
ml_sen_823	 times continue kandavar onnu ivde vannenedumplly rock	2	unknown_state
ml_sen_824	Lalettan fansinu trailer kandathilekk swaghatham	1	Positive
ml_sen_825	Nammude kunjunnimaaashine orma vannavar like adiche	2	unknown_state
ml_sen_826	Comment nokki kayijall pine trailer kannam	2	unknown_state
ml_sen_827	Rajamanikyam alpam international aakiyal lucifer pole irikkum enne pidichu mammoookka fan aaakaruthu veruthe onnu thoni athre ullu	3	Mixed_feelings
ml_sen_828	trailer kandappozhe cheriya oru verup thonniyavar like adikku	2	unknown_state
ml_sen_829	Haters dislike  Paavo ithrakkum pediyaano oru padavam verunne Kaishttam haters	0	Negative
ml_sen_830	Katta lalettan fans ivide orre like	2	unknown_state
ml_sen_831	Pulli oru kollam etra films cheyyum	3	Mixed_feelings
ml_sen_832	Rajuettan oru rekshayumillatto Direction pakka Lalettan as usual marana mass performance	1	Positive
ml_sen_833	Eee trailor  thavana kandavar like adi	2	unknown_state
ml_sen_834	Trailer  rekshem illah katta wi ing	1	Positive
ml_sen_835	Therium ille  raja sollrathu than seivve seivvarathu mattun thaan solluvee	4	not-malayalam/tamil
ml_sen_836	Ikka massmamangam pwolikkum Ikkade adutha  cr movie Urappicho	1	Positive
ml_sen_837	Ikkayudea Look istham ayavar ividea like adikk 	2	unknown_state
ml_sen_838	Madura raaja trailer kanditt ivide vannavar likuuu	2	unknown_state
ml_sen_839	onnil kuduthal thavana kandavar like adike	2	unknown_state
ml_sen_840	Appo raja inte anniyan prithviraj avide	1	Positive
ml_sen_841	Solurathu thaan seyuva seyirathu mattum thaan soluva	4	not-malayalam/tamil
ml_sen_842	Dulkarumme ikkayoude unda potti Umma enne alla	0	Negative
ml_sen_843	Mamookka super mega star only one mega star mamookka	4	not-malayalam/tamil
ml_sen_844	Padam hit laleetan fans like adi	2	unknown_state
ml_sen_845	I am waiting for tovino kalki trailer tovino fans like here	4	not-malayalam/tamil
ml_sen_846	first coment laletta love uRaju Chetta love u	1	Positive
ml_sen_847	LUCIFER film kandittu trailer kanunevar ethra paerru	1	Positive
ml_sen_848	Ikka katta  fans like addiche pinne ente channel onnu sub cheyyu	2	unknown_state
ml_sen_849	Moonure enthayalum adikkila erunoore Kodi adukateenne ashamshikunu	1	Positive
ml_sen_850	Ith bumber hit aavum enn urappullavar	1	Positive
ml_sen_851	 Peak level Lucifer  ejjaathi	1	Positive
ml_sen_852	 million ayi Ellavarum like adi	2	unknown_state
ml_sen_853	 ee scene kaanaan vendi trailer kaanunnath aarokke 	2	unknown_state
ml_sen_854	All Kerala Mohanlal fans like meee	4	not-malayalam/tamil
ml_sen_855	aaroke madhuraraja teaser kandit ividek vannu like here	2	unknown_state
ml_sen_856	Karnataka fans here for mammukka ND prithvi	4	not-malayalam/tamil
ml_sen_857	Ini Bilal  varumbo enthayirikkum ho	2	unknown_state
ml_sen_858	Im from Bengaluru	4	not-malayalam/tamil
ml_sen_859	Youtube still hang  likes  views	4	not-malayalam/tamil
ml_sen_860	Daily viewers ethra aayi enn ariyan varunnavar hit like here	2	unknown_state
ml_sen_861	 BGM  Power Full Mass Entertainer Loading	1	Positive
ml_sen_862	This is interestingikka polikku ikkaall the best from Lalettan Fans	4	not-malayalam/tamil
ml_sen_863	Trailer kidu mass marana mass  Ee padam recordukal thoothuvarrum	1	Positive
ml_sen_864	Only for  Not for sunny	4	not-malayalam/tamil
ml_sen_865	Ente channelil ninnum nyan oru short flim undaakkaan plan cheyunnund  ningalk kaananamenkil ente channel subscribe cheyoo	2	unknown_state
ml_sen_866	Ntammo polichuoru rakshayum illafrom lalettan fan	1	Positive
ml_sen_867	Idivett sugunan evide athumkoode venamrnn trailer pwlichu	1	Positive
ml_sen_868	Dislike adichavanmar enth kandittanavoee trailer thanne aano aavo kandath	0	Negative
ml_sen_869	LALETTAN VIKARAMALLA NAMMUDE AHAGARAMANE  LOVE YOU LALETTA	1	Positive
ml_sen_870	     	1	Positive
ml_sen_871	trailer  marana  mass  mammoka  magastar	1	Positive
ml_sen_872	Prithivraj koodi undayirunnel vere level aayene	1	Positive
ml_sen_873	Katta waiting manh ini verum  min	1	Positive
ml_sen_874	Adipoli cinema ini kanenda karyamillla	1	Positive
ml_sen_875	all d best from jr ntr fans	4	not-malayalam/tamil
ml_sen_876	trailer  verunathin munbe ore kariym parayam   ee onam ettanum pillerum agade edukkuva	1	Positive
ml_sen_877	Jayettante oru idi padam kanditt kure naalayi ithil polikkum	3	Mixed_feelings
ml_sen_878	Moving to k likes  M Views	4	not-malayalam/tamil
ml_sen_879	Neerali release date epozha makkale  Perunnal Derrick abraham angu eduthu makkale	1	Positive
ml_sen_880	Ikka pwolikum from an ettan fan ente ponno Glamour enne paranja ikka ane example style ka baap	1	Positive
ml_sen_881	Singa Thslaivaaaaaaikkkkka katta wngn  manikk vendi nthoru kaaathiripa vaishakh annna onnum eluppam relsees cheyyney	1	Positive
ml_sen_882	compelete mass making oru rakshayumilla  Raju ettan mass vimarshichavare vayi adappicha shilamea ollu raju ettanu	1	Positive
ml_sen_883	Yadhaartha kadha	3	Mixed_feelings
ml_sen_884	   Raja maduraraja   Mins To Go    Get Ready Megastar Fans	4	not-malayalam/tamil
ml_sen_885	Nth prahasanam aan    Enik ee trailer ishta pettilaa	1	Positive
ml_sen_886	HBD one and only ikka ikka fans like addi	4	not-malayalam/tamil
ml_sen_887	ethra thavana kandu ennu comment cheyyumoo	2	unknown_state
ml_sen_888	Lucifer le item dance video song erakkan patvo Illa le	1	Positive
ml_sen_889	fast and furious  le oru seen evidayo kanda pole manasil ayo	3	Mixed_feelings
ml_sen_890	Rajayude pilleru ivide vannu like pottiche	2	unknown_state
ml_sen_891	Raja Returns   mass  Trailer  like adi	2	unknown_state
ml_sen_892	ee chengayikk  aano alla  aano ejjathi enrgy  kandtt kili paariya pole	3	Mixed_feelings
ml_sen_893	Ithu njan il kooduthal  kandu	1	Positive
ml_sen_894	Rajakannmar padanaiykum	1	Positive
ml_sen_895	Kanditt nalla quality olla padam aann thonnunnud	0	Negative
ml_sen_896	YouTube haag aayi makkala all the best mommookka from rajuaattan  suryaya fans	4	not-malayalam/tamil
ml_sen_897	Ikkaaaaa katta waiting Ini kurach nal koodi	1	Positive
ml_sen_898	teaser   kandit best actor orma vannavar like adi muthee	2	unknown_state
ml_sen_899	Mallus reply to Bahubali Nd syeraaa vaa daw mamookaaaa	4	not-malayalam/tamil
ml_sen_900	Padam kanduAverage moviePokkiri raja far better than Madhura rajaMammukka and salim kumar kidukki	1	Positive
ml_sen_901	Vijay baby sir adipoli trailer sir	4	not-malayalam/tamil
ml_sen_902	inni Kanji chodichu Arum varandaaAssalu Biriyani thanne Thannittund         Lucifer	1	Positive
ml_sen_903	Oru rakshayilla pwoli Ikka n Ikkade dialogue vere level	1	Positive
ml_sen_904	Anuraga karikkin vellam	4	not-malayalam/tamil
ml_sen_905	illuminate  Arkum athikam ariyatha oru paru padi devil mayi vakenundeal  I think pirthraj is illuminated	1	Positive
ml_sen_906	Last scene kalakki Cant wait to watch	1	Positive
ml_sen_907	poliyalle  adi like ikka fans onn kand nokk	2	unknown_state
ml_sen_908	Ellavrum head set upayogichu kelk	3	Mixed_feelings
ml_sen_909	Lucifer Oru political movie anennu arum pratheksichilla	1	Positive
ml_sen_910	m views and k likes soon	4	not-malayalam/tamil
ml_sen_911	 to  oru lalettan look	1	Positive
ml_sen_912	Adipoli Etta Tamil fan from pondicherry  Indha penkutty nannaittu nadikiranga	4	not-malayalam/tamil
ml_sen_913	H b d mammokkka Best actor ooormavannavar ndoo	3	Mixed_feelings
ml_sen_914	Very nice mammookka muthaaanu  appo njan fds urappichu	1	Positive
ml_sen_915	Arya unniettan Rajuvettan ikka athu onnuonnaraa combination annu makkalee	1	Positive
ml_sen_916	Eantea eathra odi nee kandatha ithum kudi kanea	2	unknown_state
ml_sen_917	evideyo oru pulimurukan touchmuruka ni thernnedaa	3	Mixed_feelings
ml_sen_918	Show mammookkas fans power Hit like bros	2	unknown_state
ml_sen_919	Waiting for Malayalam Epic movie Mamangam	4	not-malayalam/tamil
ml_sen_920	HAPPY BIRTHDAY     MAMMOOKKA	4	not-malayalam/tamil
ml_sen_921	 hour  lakh viewrs maamaangam rocks	4	not-malayalam/tamil
ml_sen_922	Ithore nalla padam aaakatte enne praaarthikkunnu Poli trailer	1	Positive
ml_sen_923	k dislike kodutha yethu mire adaaa	0	Negative
ml_sen_924	Kidukki powlichu oru rekshayamilla onnum parayanilla	1	Positive
ml_sen_925	lucifer edited video kaanaan ente channel nokku	2	unknown_state
ml_sen_926	Pls watch Mammokka	4	not-malayalam/tamil
ml_sen_927	Kandittum kandittum mathi varunnillaalo ee sangathi	1	Positive
ml_sen_928	Vysakh aalle aaltelugu padam kaanunnathum ithum ellaam oru pole thanne appol	3	Mixed_feelings
ml_sen_929	Nalla viewsum subscribe um ulla channelil vidooooo trailar Ok	3	Mixed_feelings
ml_sen_930	iniyan muthe mamangam malayalathinte maha mamangam  ente ponnu enikk vayyyoooooooo mammoooookkkkka	1	Positive
ml_sen_931	Trailer veeddu veeddum kaanunnavar iddaggil like adi	2	unknown_state
ml_sen_932	Dislik adichaver undo evide kudi onnu adichitt ponnea	2	unknown_state
ml_sen_933	Film kanditt trailor kannann vannavar like adiiii	2	unknown_state
ml_sen_934	Annyayam not only a single mass political drama	1	Positive
ml_sen_935	i am mamooka fan from Mangalore	4	not-malayalam/tamil
ml_sen_936	Ennum ee trailer kandavarr undo Katta waiting	1	Positive
ml_sen_937	Look	1	Positive
ml_sen_938	kidukki kalakki superettante ikkaikall the best	1	Positive
ml_sen_939	Aa K dislike adicha naarikal aaranne ivdareyem PARANJE padippikanda kaaryamillallo le	0	Negative
ml_sen_940	Padam inna kandeeayyo jai marikkum alleenikk karachil vannu	3	Mixed_feelings
ml_sen_941	THIS DEAL WITH DEVIL ITH ORU POLI POLIKKUM	1	Positive
ml_sen_942	Kristianikalkidayil ivane oru pere ollu LUCIFER	1	Positive
ml_sen_943	Empuraan katta waiting cheyyunnavar like adich pokuka	1	Positive
ml_sen_944	 k dislikes are from mammootty fans	4	not-malayalam/tamil
ml_sen_945	Trailer kandappo thannea cinema kannan thonnikatta waiting	1	Positive
ml_sen_946	ikkaude MADHURARAJAKKU  VIJAY FANS KANJIRAPPALLY UDE ELLA AASHAMSAKALUM	1	Positive
ml_sen_947	Mammookka pilker undo evide adikkadaaa like	2	unknown_state
ml_sen_948	Enttammooo poliii polii trailer  ee Xmas pullu giri n Team kondu povum  No doubt jayeattan Mass 	1	Positive
ml_sen_949	Ith pwolikkum ennu urappullavar like adikkuka	1	Positive
ml_sen_950	Deei enderade keri teaserinu like adichadu pole like adi	2	unknown_state
ml_sen_951	Idi vettu sugunan illatathu valare moshamayi poyi	3	Mixed_feelings
ml_sen_952	Sunny chechiye kandavar like adi	2	unknown_state
ml_sen_953	Malayalam kandathil vechu ettavum adar trailer	1	Positive
ml_sen_954	we r waiting for Mamangam dear Mammookkaaa the mamangam of Your Mamangam	4	not-malayalam/tamil
