text	category
water mark onnum ilaatha print illee	unknown_state
192k views	Positive
uff ejjathi nte ponn ikka mammookka uyir	Positive
megastar fans oru like adi	unknown_state
enter perilum oru film athum njn canadel	unknown_state
model school romanjam trivandrum	Positive
raja varunnu maniyayi rajamani	Positive
oru pucca classical ikka padam vadakka veergatha orma vannu	Positive
viswasichu koode nilkkunnavare jeevan koduthum samrakshikkum ikkayude voice dialogue uff orujathi odukkathe feel romanjam at peak	Positive
coppy ful best actor polinhju kuthupala edukkum	Negative
fight scenes muzhuvan hvy aayittind	Positive
mammootty apol guest role ann alle	unknown_state
i like both mammuka and lalettan evenly	not-malayalam
ichyaa polich nanum indu ee moviel kalki	Positive
lucifer 100 cr collection adikkumegil adi like	unknown_state
first one minute felt like tamil nadu politics	not-malayalam
trailer mass marana mass ini screen il padam kanan njnm undkum	Positive
ikka fans like butten adich pottik	unknown_state
pooi mekkele ayidiya kollam ketto thaneermethan theernu mekkele	unknown_state
doll inte bgm ishtappettavar like adikk	unknown_state
trailer ennokke paranjal ithanu ejjatji item	Positive
galidh rahman after anuraga karikkin vellam	not-malayalam
1989 il vadakkan veeragadha theateril kanda nhan veendum oru epic cinema kaanan thayyaredukkunnu mt yude dialogukalkk pakaram vekkan onnumilla	Mixed_feelings
dado girija	Mixed_feelings
parayan thudangiya pande 30 varshathe karyam parayandi varum	unknown_state
siddiqu is imitating ummer sir in 1 11	not-malayalam
ikkade aniyanmar pani tudangi makkale neerali 24 dayz 23k like abtsntikl 14 hours 43k lyk	unknown_state
tamil fans like here	not-malayalam
itu pwolikum laletta iru rakshayum illa trailel pakka professionalism ente oru prarthana ippravisham manju chechide mass dialogue onnum ondkalle kanji edukutee pole	Mixed_feelings
tralier 20yil kudthall kandavarr hit like	unknown_state
ente kuttikkalathu ente nattil undayirunnu odiyann	unknown_state
appo 21 kanum uff poli item	Positive
unda enna perittappo parihasicha priyadarshanu kod urundaa	Negative
god marichu ene paranjit ole part karinje oru k g f feel thonni	Mixed_feelings
thoopil joppan poley ulla oru item aavand irunnal mathi aarunnu	Mixed_feelings
oru charithra cinimakku venda 3 kariyangal illa	Negative
pazhassi raja poloru padam pratheekshikkunnu from unni ikka combo	unknown_state
no doubt it s gonna disaster	not-malayalam
maoist alla maoistnte apanae varee nammal putikum all the best mammoka unda movie team	Positive
id thakarkum kure idavelak shesham mammooka vs lalettan mammoka fan	Positive
april 12 again l	not-malayalam
vishak sir 6 pm n trailer idu	unknown_state
pooram kaanathe dislike adichavarkk naduviral pranaamam	Negative
mammookka fight ohh romam ezhunetu nililkkum	Positive
katta waitingraju eattan tovino lallettan	Positive
trailer review ellavarum kand nokku	unknown_state
machaa aa bgm ente manasill angottu keri polipolikukayaanu	Positive
aarada dislike adikkane ethil entha kuzhappam	Negative
spycho aadaa ente epono ijathi	Positive
abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna malayaliyude oru sokharya sambhavamanu ennum eppozhum all friends congratulation	Positive
venanki 6 00 manik release cheyam ketto	unknown_state
lucifer trailer enne vandi wait chayunnavr like	unknown_state
ith polikkum kanditt oru atom bombin vakayundd	Negative
ethe pulimuruganta music aanallo full enthayalum mamookka polichu	Mixed_feelings
njan mammukka fan aan yennalum parayaa lalettan mathrame ithokke kazhiyu adheham oru loka nayakanan oru simham	Positive
lalettan ishttam rajuettan ishttam murali gopi s script	Positive
nerathe irakkiya bomb kadha tanne atleast nedumudi venu te dialogue enkilum mati pidikamayirunnu	Mixed_feelings
tamil nadu fans like pannungei	not-malayalam
16 hours 2 5m views 261k likes lalettan	not-malayalam
character eakadesham same aaanallo vyshakh sir	Mixed_feelings
462k viewsil ninn neengunilla	unknown_state
addiipollii marana mass oru sakshem illa lalettande kidu look	Positive
like adi kandu maduthavar like adi	unknown_state
stuck in an elevator atreulli katha	unknown_state
4million views 300k likes record breaker ettan da	unknown_state
oh iththakathallo sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam	Positive
mammooka fans vedipooram vanne adi like makkale	unknown_state
kidiloski	Positive
ethu kandappol kgf orma vannathu enikku matram ano	unknown_state
puchivhavarkulla marupadi athum triple strongill ikka ishtam	Positive
arelenkilum oru kuprasidha payyan ful move link undo	unknown_state
like kand anthaalichh vannavar adi like	unknown_state
great to see vivek oberoi	not-malayalam
onnil koodutal tavana kandavar adi like	unknown_state
linto kurian fans jayasurya nte career le super trailer	Positive
fanism baadhicha kore malaranmaar dislike adikkunnu	Negative
raajayum pillerum triple strong ennu teaseril prithvirajinte oru cameo manakkunnu	Positive
ikkante voice kelkumbo thanne romanjam bakki pinne parayannoo ikka ningal vere level annu	Positive
kidukkachi ingane venam mass kaanikkaan allathe alari vilichaal mass aavilla	Positive
bgm kollam greater father ila villianila poola	Positive
ikka ingalu polichu vere level	Positive
aa traileril nakul thampiye shradhichath njn maathram aano mammookka ingal muthaan kann edukaane pattunnillaa mammukka ishttam	Positive
jaikkanayi kacha kettiya erakkamm aann kachakettiyirangia jaichee sheelamolluu	unknown_state
ithu korre pullimurugan koppi adichathanalo swalpam ullupu undo ennalum njn kannan pokkum karanam ente rs 100 kedakkate padathinu	Negative
kalu odinja sidheeq veendum policayi	unknown_state
trailor looks soo promising shots and bgm looks like pulimurugan 2 we are waiting	not-malayalam
poi balalsangam chyum allenki petrol ozhichu kathikum	unknown_state
mm athum theerumanam aayi	unknown_state
eee adhar ayirikum enthoke suspense irikunu	Positive
lalettan fan anu ennalum ikka ningal vere level	Positive
telugu bahubali tamil 2 o kannada kgf malayalam mamangam	not-malayalam
polich ikkaa kola maas marana maas triple maas	Positive
ee cbse mammunji pellare etra muttiyalum goven ment schollela pellaruda adute atella	Negative
you tube ipolum hang anelo nale sheriakum	unknown_state
dislike chydha appa illaathavanmmaar bloody fools	Negative
live nalathupolee umbichuu koray net kalanjuui	Negative
vaan trailer laleetta nigga oru jinn aanu kettoo mass voice	Positive
0 42 grand central mall muvattupuzha	not-malayalam
ee padam vijayikummennu orruppullavar adi oru like	Positive
wow ejjathi item mammookaa ingalu puliylla puppuliyaa	Positive
laleetanu ikka fansite best of luck	Positive
ethra trolliyaalum ee trailer oru sambavaayindee	Positive
ithu kandit romancham vannar dha ivde oru like adiche	unknown_state
ikka d e mass singapore il release undo	unknown_state
mammookka fans onnh like adicch po	unknown_state
prime video pe hindi subtitles k sath dekh skte ho me dekh k btata hu kaise h	not-malayalam
filim kandapol onnu koodi trailer kannanam ennu thonni ettan mass ka bap	Positive
comedy cheyan oru prethaka kazhivu vennam athu surajinu ilaa full chali aytaanu thonnanee	Negative
mammoty and unnimukunthan yemma freak alle	unknown_state
viswasam pola irukkunu adi poli congratulations	Positive
pirates of caribian alle etu atanta angana	unknown_state
veendum veendum kaanunthorum veendum kaanan thonuna lahari	Positive
happiee bappiee ba day mammookaa luv u young legend	not-malayalam
oh enna kondu vayya i am katta waiting	Positive
release nalle kanaan povvunnavar plzz like palettan katta fans	unknown_state
maduraraja enna comedy padam 300kodi varum	Positive
ikka l v u	Positive
ineem ineem poy kanan thonnuvaa	Positive
njn oru 8 thavanayengilum kanditundagum sathyam athrakkum oru ishtapett poi trailer tnx rajuveta	Positive
august 8 ee padam powder powdered avum yennu vecha podi podikkunn i am writing kalki	Positive
mammookka porichu salim kumarinte comedy kalakki	Positive
uyirr ikka luv u lot hbd	unknown_state
laletaa thanks raju etta for this	not-malayalam
am tamil but i love malayalam movies kumbalangi nights heroine	not-malayalam
hbd mammookkaa forever his fan girl i am muaahh	not-malayalam
love frm kannada we need kannada dub	not-malayalam
odiyanu shesham adhe jodi manju lal	unknown_state
njan oru lalettan fan allengilum trailer kandappo ee film kalakkum orappa mega super hit aagum urappe	Positive
lalettan double role avan sathyathayundu	unknown_state
iam from karnataka trailer	not-malayalam
madurai kaaran daa tamil fans	not-malayalam
gopi anna polichu bgm big b ku shesham veendum kidu	Positive
mamankam trailer kandathinu shesham lucifer trailer kanan vannavar undo	unknown_state
i m from karnataka can t understand malayalam but trailer was amazing	not-malayalam
cinemayil nalla oru content undd ennu manasilayi e padam hit aakum	Positive
poliche ithoru poli polikkum laletta ingalu muthaanu	Positive
lalettan polippichengil adik oru big like	not-malayalam
ee trailer 2 05 sec olluyegilum orupaadu scenes und	unknown_state
njan oru lalettan fan alla but ee teaser orupadishtamayi	Positive
from 0 33 mega mass megastar next blockbuster	not-malayalam
i am waiting	not-malayalam
katta wtng aadhyamaayi dileepinte flm wtng aanu njn	Positive
kidukkii mammukaa kidukii odukathe mass bgm	Positive
ente ponno pwoli super raju etta lalettan	Positive
pwolich onnum parayanillaa katta waiting ikkaa bgm oru rekshayum illaa	Positive
katta waiting 28 fdfs son of devil	Positive
adaar adaar adaar what a trailer it was damn	Positive
mamangam trailer goosebumps guaranteed	not-malayalam
thirakk koranjittu padathinu pokam ennanu vicharichath but trailer kandath muthal fdfs sure	Positive
laalettan fan aan ennaalum ee padam oru vijayam aakanam enn agrahikkunnavar like adiche	unknown_state
nte ponnikka ingal njgal fansin oru oyivum tharilley	Positive
kitti njangalak njagade aa pazhaya lalettane thirichu kitti	Positive
4 m views aayonne nokkaan vannavar undo	unknown_state
ithokke cheyyumpo mamookkakku	Positive
iyalith verthe parayuvaan puthumukha samvidhayakan aanenn	Positive
degrading illel manyamaayi odiyekkavinna movie anennu thonnunnu	Mixed_feelings
ravle 7 30 k eneete pade repeat adich kanunnavark othukoodanulla sthalam	Positive
triple strong aane makkale rajayum rajayude pillerum	Positive
thrissur aano oral must aan aarennu parayaamoo	unknown_state
sunny chechiye kannan vannavar eveda onnu like adukku	Positive
l for lal l for lucifer	not-malayalam
age is a just number pakka heroo	Positive
i like madhura raja trailer so i make a version of lionel messi using madura raja trailer	not-malayalam
kidukkachi katta waiting 4 pooram vijil polichu	Positive
august 8akan mutti nilkkunnatuu njan matramanoo	unknown_state
ithill vineeth sreenivasan aayirikkum negative role nokkiko	unknown_state
love u lalettaa prithviraj	Positive
ente ponno oru rakshayum illa kidu bgm	Positive
2m oh god after 10 hour a go	not-malayalam
rajayude mel stefen vijayichenn karuthunnavar like	unknown_state
mohan lal big fan bangalore waiting srinivasa theatre s g palya	not-malayalam
trailer kidukki but screen ratio kuranjath kond vallatha irritation thonnunnu	Mixed_feelings
padam kandavarude pradhana preshanam endhennal veendum veendum padam kanan thonnum addicted l	Positive
mamangam keralathinte maathram charithramayi nilanilkenda onnalla ee dheerathayude kadha lokham muzhuvanum a ariyanam	Positive
e padam polikkum allee mammookkaa fans nammakullathaanu e padam	Positive
1 58 vaada ho goosebumps	unknown_state
trailer kandittu dquntea instagram post kandappo dqi vayazyapolea thonnanu mammukkaa	unknown_state
yaarupa ne indian no 1 mass actor	not-malayalam
last le aa idi ntammoo range saanam	Positive
prithviraj sukumaran fans come here	unknown_state
koi hindi me bhi bol do	not-malayalam
bb sure katta ikka fan fdfs locked	Positive
polichu kidu bgm suspense niracha kidilan trailer	Positive
ikkakk happy birthday parayan vannavarr adikk makkale like	unknown_state
you guys dub in kannada we are kannadigas always support good movies	not-malayalam
lalettan paranjakond vannu kandu istappettu like adichu pokunnu	Positive
aduta 200 cr club movie for lalattan	Positive
huge support kanaum alla lalettan fanail ninum	Positive
die hard mohanlal sir sir	not-malayalam
kollam short film polend vere vallo panikkm po man	Negative
inghakk prayam 68ann prayam verum akangall enn thelikunna nadana vismayam	unknown_state
marana mass lalettan fan aanennu parayumbol abhimaanam	Positive
romanjifikation katta waiting lalletan fan dubaii	Positive
madhuramilatha raja ettadi mari ith item vereya lucifer	Negative
10 million ayannu nokkan vannavar arokke und ivide	unknown_state
mamangam 2019 it will be an epic mammukka uyir	Positive
happy happy happy happy birthday ikkaa clean entertainer loading	not-malayalam
10 l kudutal tavane kandavar arokke und	Positive
bro full support rock man allel	Positive
keep watching trending list 1il akkanam	unknown_state
aaaro paranj cheyyipikunnadh pole rajuvettanokke riyalistikayit polichadukiya police veshangal kanumbol edh	Negative
mammookka fans like ivde adi makkale	unknown_state
ith hang ano kure neram aayit views il change ilallo	unknown_state
ente ponno our reksha illa nammade ettan powlichu	Positive
trailer kollam kolamass pakshe kaanan oru sukam illa veluthakanamaayirunnu	Mixed_feelings
oru onnonnara item varunnundu ready ayi ko makale luving mammookka	Positive
17k views 123k likes is this hacking	unknown_state
ee padam mammootyiku kodukanam ithilum adipoli ayirikkum pakshe ivide mandatharam sambavichu kashttamayipoyi	Negative
7 na thalayallada thalayedukaravandaa neduballi stephen	unknown_state
ikka polichu movie si mani sir	Positive
lucifer lalettan polikkumm kerala abhimanam lalettan	Positive
nanjankotta ennu ee film nu per idaamayirunnu	unknown_state
petr hein ellam same stunt style anu luciferil ayale vaykathirunond karymay	Mixed_feelings
trailer varunnathin munne chila fansukaar dislike adikkunnund viewsum koodilla dislikum aakum	Negative
ntikkaa ingal age 67 aano atho off myaarakam ummaah	Positive
evideyo kgf orma varunathu eniku matramano music aano story oralde maranavum villan marde ennavum entho	Mixed_feelings
iss movie ka naam hii galat rakha haii lucifer means shatin illumnatis ka pujari	not-malayalam
slr pubg boys like here	not-malayalam
90sil kaalapani pole oru film edutha priyadharshan ithu oru valiya karaym onnum alla	Positive
evidayokkayo oru aada movie touch thonniyathu enikku mathram aano	Mixed_feelings
padam kanidit trailor kanan vanna arelum undo padam heavy 100 mass entrtainer rajuetta muthe	Positive
kolla mass trailer by lalletan fan	Positive
152k views in 38 minutes 107k likes lalettan magic	Positive
wow mamo fans tamilnadu i am waiting	not-malayalam
once king is always king mammookka	not-malayalam
19k views 134k likesum ente mobile mattan time ayi	unknown_state
ethu polikum njanumanta family realsinta annu thana pokum	Positive
trailor kandu kazhinjavar ini e kerala cafe channeliloot varika	unknown_state
i am a biggest ikka fan	not-malayalam
good work done by dop	not-malayalam
kidu kidu kidu ith polikkum lalettan	Positive
enthinaa chettaa ingane thala vetti vekkunnath mammukkante thala vallavanteyum kazhuthinu mukalil vekkumbol	unknown_state
darmajan fans like ad i makkale	unknown_state
maraykkarum mamangavum oru pole kaathirikkunnavar like	unknown_state
madhuraja 1hr 50k lucifer 17 min 80k	not-malayalam
sunny chechi fans like adi	unknown_state
enthinaannu allukal dislike adichu koottunnathu ennu enikku manassilaavunnillaa	Negative
all the best from a katta ettan fan	unknown_state
trailer vere level last 30 seconds no reksa	Positive
prayam koodumthorum actionum pulimurugan pinnil avo	unknown_state
ee trailer 10il kooduthal thavana kandathu njan maathram aano	unknown_state
lucifer	Positive
tickets edukkan chaver akendi varoonna thonnunne	unknown_state
ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai	Negative
introduction scenil ulla aale manassilayavar undo	unknown_state
malayala cinima ellam hollywood level ayo oh my god	Positive
trailor kandappil padam pottumennu urappayi	Negative
oru vayassaya manushanaayittu enthu kidilaayitta abhinayichu kaanikkunnathu	Positive
eppozhum abhinayikkan mohanlalum mamootyumea ullu new generation arummilla	Negative
njan padicha school alla lalettan padicha school	unknown_state
pritivraj army kannan vannavar adi like	unknown_state
john abraham pallakkal fans hit like	not-malayalam
ee maha ravanane anganyonum othukan patilla sideeqe	unknown_state
teaser vanapo nala pratheksha ayirunu trailer athu kalanju	Negative
mass kaanikkan lalettante kazhinje ullo aarum annum innum	Positive
o d i y a n	not-malayalam
ith kanditte idi orma vannath enikku matramano	unknown_state
ola pola cola bola mataka gatka satka kya bol re baap	not-malayalam
kanditt madhura raja trailer il ninnum oru story illatha moviyaanenna feel kitty	Negative
manju chechiye kaanan vanavar evide like	unknown_state
ennum eppozhum ikka ore pole double strong	Positive
e movie super hitt urappa	Positive
pwoli by a katta lallettan fan	Positive
egane ulla movie kal kaanan aanu ellavarum waite cheyunath	Positive
oh my god this is superbb	Positive
madhura raja 100cr tribute video like subscribe	not-malayalam
once a raja always a raja	unknown_state
pwolii mammookka oru rekshem illa best wishes	Positive
appo bilal ee idakkonnum varulle happy birthday ikka	unknown_state
classum massum cherna oru onnonnara item	Positive
oru yugam bharicha chakravarthiyude randam udayam	Positive
mohan lal depicts the best gangster i ve ever seen in hollywood or indian movie	not-malayalam
evannkk onnum vere pani ille poyy pani nokk ikka	Negative
maarkam trailer kandittu bayngara expectations aanu movie adu keep cheyyanam	Positive
ith kollaam kanda oodayp trailer ne kalum ok far better hiy avanee daiwamee thall kuranj	unknown_state
trailer kaanunna policekaare come one everybody	unknown_state
madhura raja theme 8d bgm and share a katta mammuqa fann	unknown_state
vivek oberoik dub chaiythirikunath nammade vinneth chettan aanalo	unknown_state
ikkaa fansinu hridhayathil sookshikkan hatersinte annaakkil kodukkan 2num pattiya item thanne aanu ith	Positive
abrahaminte santhathikal kidu status video max	Positive
ith ini telugu padathinte dubbing anoyennu thonniyath enik mathramano	unknown_state
14k dislike adicha oolakalk naduviral namaskaram	Negative
enthanavo ee 256 windows kunjappanmar	unknown_state
what a look mamooka love from srilanka tamil fan	not-malayalam
prithviraj fans like adikkan ulla comment	unknown_state
auto like 16k views 79k likes	not-malayalam
ith dislike adicha polayadii makkalkk kunna namaskkaram	Negative
innu november 21 e divasamavan ethra kathirunnu inni december 12nu kannam	unknown_state
ikka da makale set traler nxt hit for ikka 4 ina row now	Positive
ente ponnoo marakam iyyoo goosebumps kathirippinte kolamass trailer poli kidu kidolokidilan	Positive
ithinum dislike adikkunnavar enth kanditta enne ariyilla	Negative
earangunnathinu munb dislike adich moonjikkaan koreu ennam earangiyittund	Negative
malayala sinimayile ore oru rajav ikka muthan	Positive
all the best lalettan team	not-malayalam
late ayappo excitment koodyavar like adi	unknown_state
adipoli trailer waiting madura raja	Positive
ettan fans ibdee common	unknown_state
trailer kidukki by a lalettan fan	Positive
madhura raja yil madhuramaya rani sunny chechi ne kaanaan katta waiting cheyyuntavar undo	unknown_state
ettanta aniyanmarude vaka all the best ikka oru rakshayumilla	Positive
idakkidakk vannu romaanjam kollunnavar like adi	Positive
omg megaa mass ikkaa outstanding ikkaa and the bgm rocking	not-malayalam
ente raju etten mwthanne rajuvattente aa voice mathi pinne onnum venda	Positive
car enu eragi nadakunath kandapol bilal ena orma vanath enik matharam anoo	unknown_state
lalettan ayalum mammookka ayalum oru pole support cheyyuka snehikuka verukendath sankikale mathram	Positive
katta waitingg lalettaa luv u so much	Positive
ayyo 11 vare wte cheyyanamalloo	Negative
madhraraja ith ikkem ikkade pillerum pwolichadakkum	Positive
fanbasil maathram movei kaanunnoraavum dislike cheythu negative aakkunne avarkkente naduviral pranamam	Negative
powlichu lalettan and rajuvettaa thudangalle tcr vedikkettu	Positive
tamils always like mammooty as like lalettan	not-malayalam
entammoo lalettaann fan here hnmm ithu pani aano	unknown_state
onkv ood neeralii kandam vazhii ikka marana mass	Negative
enii adeyude ideyude veddi purraam appo pakalla 12 theatrl uff	Positive
teaser kandu pradeekshayokke poyatharnu	Positive
prakash raj ullatu kondu chelappo hit aavum	Mixed_feelings
a like like to sorry to god y _	not-malayalam
promo kand kili poya le njaan	unknown_state
njan mathram aanoo comments vaayikkan viindum trailer edukkunnee	unknown_state
6 30 muthal kaathirikkukayaayirunnu 1st comment idaanulla bhagyam ee onam pwolikkum	Positive
ettan fens undo undel edh pever aayi	unknown_state
sunny and ekka fans like here	not-malayalam
53 55 sec repeat aduchu kandavar evde like	unknown_state
abinayan ithihaasam nammude mammooka yude katta fans likkikoo	unknown_state
ithokke dislike adikkunavare kale vari adikkanam	Negative
10m aayonnu idaykk nokkan varunnavarkku ivide like adikkam	Positive
arokke 0 21 bigil first look kando	unknown_state
prayam koodundorum soundaryam koodunna ore oraal mammookka	Positive
cinima kando kidu	Positive
dislike adikuna olikal ellam odd kadam vazhi	Negative
thaliyvaa ikkaa vara level pwolichu	Positive
spr ikkaa	Positive
idhinde teasern verum 50k like ullu	unknown_state
1 07 iyalde kaalu vetiyathalle 1st partlu	unknown_state
koode nilkkunnavark chunk kodukkum pullu giri	Positive
model schoolil padicha lalettan ille ee cinemayil	unknown_state
4 million views lalettan power	not-malayalam
best wishes team abrahaminte santhathikal	Positive
sorry to say odukkathe kali aakathirunna mathiyayrunnu	Mixed_feelings
urumi valum adhu pande mammukeke paranjedha	unknown_state
kanji edukam samayam aayiee come on guys	unknown_state
enthanavo manju warier kanumbol oru deshyam	Negative
innale 9 30n kandu 154k aayrunnu views now	unknown_state
mastar peace um idupolokke thanneyanu makkale	unknown_state
22k dislike vannenkil urapicho arkokkeyo kuru pottiyitund padam sure hit	Negative
10 30 kollathe charithram ariyaan aayi katta waiting cheyyunavar keri like adikkada makkale	Positive
onnil kooduthal trailer kandavar undengi ibide comeon	Positive
ente ponnoo nammude sontham ichaka mamookkaa umma cinima kanan kothiyakunnu	Positive
padam flop aavm enna kaaryathil oru doubtum illa	Negative
ella ikka fan kand nokku	unknown_state
mammuka massan parayunavar like cheyyuga	unknown_state
no words pwolikkum waiting by dq fan	Positive
love from utter pradesh mohan sir	not-malayalam
lalettante adutha pottapadam laletta ithokke mathiyakkan aayinnu please	Negative
nty amoo kunjalimarakaar 9 alla oru pulikutti ayirunu lal sir nigal samsarikubool chiri varunu	Negative
ith baghamathy moviede kadhapolund anushka unnimukundan movie	Mixed_feelings
ikka fans come and like lalettans fans comment	unknown_state
super ra iruku by tamil nadu str fans	not-malayalam
charitra cinema aano nayakan mamooka allae vere aarundundu abhinayikkan	Positive
31 miniute lucifer 200k views 2 hour madhura raja 80k views	not-malayalam
1 35 iruttath oru kallan	unknown_state
ith kelkumbo kilichundan mambazam orma verunnu	Mixed_feelings
ithu kalakkum adi makkale like ee rajayude pillar strong kaanich kodukk	unknown_state
17k dislike mamunnifans kurupotty rajuvettan oru prasthanam aanu	Negative
lalettan fan aya entea ella ashamasakalum	unknown_state
pandam kandathinju shesham vanavar ethra perund pwli padam uff	Positive
comadey aguum realse aytuu paryaam	Mixed_feelings
vere level trailer pwoli bgm katta mass	Positive
all the best ettan fansinte vaka ikkaykhe	Positive
100 kodi clubil kayariyathinu shesham arokke vannu	Positive
ithu simple aicp anu cpim hero dvp anu bjp villain tovino varum dvp kare urutti kollum climax aicp election jayikkum	unknown_state
oru kaaryam manasilaayee paandi rajayum 30 crore nedillaa	Negative
ikkake katta support aa mamakam hit thane akum	Positive
vere aarkund makkale ee prayathil ingane mass kaanikunne oru hero	Positive
levelaa	Positive
mamookkakk abhinayam ariyilla enn paranjal adhyam chirikkunnavar ivide like	unknown_state
madhura rajaye adichu potta kinattil itta stefen neduballi hajar hoom	unknown_state
love from a diehard lalettan fan	not-malayalam
mamaangam valiya hit akatte lalettan and thalapathy vijay fansinte ellavidha supportum undavum	Positive
100 crores madhura raja or lucifer comment please	not-malayalam
onam lalettan eduthu ennu parayan paranju	Positive
romancham ennokke paranja koranji pogum athukkum mele	Positive
dislike adikkan vendi mathram vannirikunnavanmar orupad undalloo sahikanindavula kazhuverikalk	Negative
ayo last aa stund yente ponnu ikka	Positive
super movie aanu but jai ne kollandayirunny	Mixed_feelings
mamooka enn uyir enn anbu enn singamda enn muth mani 300crore adikum	Positive
trailer okke kollam pakshe evideyokkeyo pulimurukan keri varunnu ennu enik mathramano thonniyath	Mixed_feelings
katta ikka fan s okke onnu like adichu pokke	unknown_state
padam vijayikkum s s combination with robot	Positive
movie suppar hit akum like here	unknown_state
one day 10 lakhs viewers 78k like	not-malayalam
enik matram ahno jishnu ragahvne pole nadane thoniayth rip	unknown_state
newer comment kanan vannavar like chey	unknown_state
kochi karan aya kunjali engane ee bhasha padichu avo	unknown_state
maryathakku oru trailer polym irakaan arillaayy	Negative
heavy	Positive
raja yude power kanichu kodukkande	unknown_state
mass ennu paranja otta vakkeyollu ath mammookka	Positive
chetta done deal wait trailer kollam mass	Positive
superb promising trailer	Positive
happy birthday mammookka love you soo much	not-malayalam
appo hero aaranu	unknown_state
70 vayasilum sema getha irukura mammooty ku ho	not-malayalam
uyante mone ith eeth lookkaa mammootty vere level	Positive
lalettan rocks thanks rajuetta lucifer loading	Positive
pottum bengaali look idgaf mon	Negative
ikka ikka ikka ikka ikka ikka ikka ikka ikka ente ponnu ikka marikilla ningale njn marikuvolam	Positive
suraj ettan vere level 1 01 soubin ikka pwolikkum 0 33	Positive
mamangam vismayathinu 5 naalukal mathram katta waiting	Positive
cinema kand kazhinjitt veendum trailer kaanan vannavar undo ivide	unknown_state
edakku vannu kanukayum viewsum nokkunnathum arokke mammookka	Positive
usmaane vegam vaarikettiperukkeda theeyum pokem parapichond oru koottam varunundeda	unknown_state
undayum illa oru andiyum illa nammuk nammale ullu uff dialouge	unknown_state
ayye luciferinte aduth polum etheella luciferine pottikanonnum ponnilla lucifer trailer kandappam mone oruu romnjam aayirunnu ithenthoonu ayye	Negative
idum kuudi 37 aamathe repeat adi	Positive
entammoo enikku kanan vayyaye ente ettaa onnum parayan thonnunilla njan sthabhichu poyii	Positive
madhura raja kku wait cheytha lucifer fans like adi	unknown_state
urutam sounded a bit funny korachum koode punch avarunnu still super movie villain njerichu super	Mixed_feelings
luciferine kaal madhurajaye ishtamullavar adiyada like	unknown_state
prayathinde peril ikkaye kaliyakunna ellaa naayinde makkalum nokkada 68 aam vayasil ninde oke thantha vcharichal pattoda ijjathi mass	Negative
1 34 seen ille prithviraj ninte face pole thoununu	unknown_state
achaayaan poliyaatto kolamaass kalki	Positive
adipolii padam ellavarum must watch suraj oru rakshem illaa	Positive
oh endhuvaadai idhokke aarkengilum dislike adikkan thono	Negative
last aa chaadiyulla adi athu screenil varumbolulla kaaryam	Positive
cinema premikalkkum tovino fansinum oru mass entertainment prathekishikkavo ichayoo karnam sadharana trailer vere padam vereah ipol	unknown_state
not impressed yenne kollale please manasilolladhu paranjanne ollu suraj jpg	Negative
happy birthday mammukka from mohanlal fans	not-malayalam
onnum parayanilla mammukkakkum ee teaminte ellavarkkum all the best	Positive
polichh malayala cinema vera level aakuvanallo eni lalettan marakar	Positive
enghall oro movieyilum oro makeoverumm realistic aayii mass kaanikunadhumm kaanumbazhaann lalettane oke eduthh kinattill edaann thonunadhh by a lalettan fann	Negative
laleta pattunna kadhapathram cheeyy ningalk charithra cinema sheriyaakoola aa samayam 2 adipoli cinema cheyyan nok borayitund dialog	Negative
love you sir from vijay deavarakonda pavan kalyan fans	not-malayalam
oru 18	unknown_state
ente ponnoo oru rekshsyum illaa kidu trailer	Positive
poli teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra ningalkko	Positive
support cheyyan paadilla	Negative
ennem koode kootumoo nannayi abhinayikkam	unknown_state
tamil nadu la irunthu yaarlaam mohan lal kaaga matum paaka vanthinga oru like potu ponga	not-malayalam
parayan vakulkateetham paranjalla kandariyenda mahaa mamanga velayatathinu loogamengum therasheela pongi inne ellam kaalam parayum	Positive
prithviraj is not there in madurai raja	not-malayalam
dislike adichu tholpikan pattila makkaleaa lalettan oru rakshem illa prethviraj pwlichu katta waiting for 28th	Mixed_feelings
ohh ikkaa enthane nigalee mass kanichu kolluvo love u and katta waiting pdfs orapichuu	Positive
sunny chechine kurachu koode neram kanikarnu	Mixed_feelings
trending 1 lucifer trending 2 narendra modi ar jayikum	unknown_state
aju vargheese negatuve role aanen thonniyavar ondo	unknown_state
last 10 seconds raja solarthan seyyiuvan seyyaruth mattum than solluvaa	not-malayalam
padam kandavarkku like aam mass ka baap	unknown_state
pwoli keralathil kittiyillel telugil um hope ind	Positive
ee mohanlal padam 150 crore clubil varatee	Positive
ennalum ittimanide chinese link endonnavum arkkengilum ariyamo	unknown_state
orupaad ishtaayi ee padam englm hit aaya mathiyenu	Mixed_feelings
ennalum davan coolayittu unda vizhungiyathu athra sheriyayilla padathil anaganills super	Mixed_feelings
e assasincreed te trailer 2019 lu knnunavr etra perund	unknown_state
supr hit avumo enkil adiku macha like here	unknown_state
