text	category	text	category
rangaraj pandey ajith kumar marana waiting for ner konda paarvai	Positive	rangaraj pandey ajith kumar marana waiting for ner konda paarvai	Positive
naloru movie ya pink re make panni nasam paneeta	Positive	naloru movie ya pink re make panni nasam paneeta	Positive
ajith thalaiyin nkp vasul 100c tamlan sarithiram	Positive	ajith thalaiyin nkp vasul 100c tamlan sarithiram	Positive
oruthar vijay mela viswasam kaatardhukaga innorthara ajith en asinga paduthureenga or vice versa well said	Positive	oruthar vijay mela viswasam kaatardhukaga innorthara ajith en asinga paduthureenga or vice versa well said	Positive
indha pongal thaliva oda perladhan idhu pakka	Positive	indha pongal thaliva oda perladhan idhu pakka	Positive
rajini sir god of indian cenima thalivaa super	Positive	rajini sir god of indian cenima thalivaa super	Positive
sk 3 movie la solra mathri onum perusa ilayada	Positive	sk 3 movie la solra mathri onum perusa ilayada	Negative
excellent ajith sir semma	Positive	excellent ajith sir semma	Positive
any gv fans like here	Positive	any gv fans like here	Positive
trailer vera level but innum trending la varala	Positive	trailer vera level but innum trending la varala	Positive
10 times ku mela trailer ah paathavan lam like podu	Positive	10 times ku mela trailer ah paathavan lam like podu	Positive
bigil ah vida kaidhi movie nalla varumnu soluravanga mattum oru like ah podunga	Positive	bigil ah vida kaidhi movie nalla varumnu soluravanga mattum oru like ah podunga	Positive
80s 90s hollywood super hero movie maari iruku ituku 450cr budgetu bollywood movie krish ra1 alavuku kooda illa	Positive	80s 90s hollywood super hero movie maari iruku ituku 450cr budgetu bollywood movie krish ra1 alavuku kooda illa	Positive
vara level pa trailer asuran vettaiku varan	Positive	vara level pa trailer asuran vettaiku varan	Positive
naa vanthu malayali enkall nattile million fans irukku rajini annaniku super trrailer	Positive	naa vanthu malayali enkall nattile million fans irukku rajini annaniku super trrailer	Negative
omg thala neenga vera level	Positive	omg thala neenga vera level	Positive
nawaj ko dekhte hi tabiyat khush ho gayi	not-malayalam/tamil	nawaj ko dekhte hi tabiyat khush ho gayi	not-Tamil
excellent movie ii saw yesterday bijil waste	Positive	excellent movie ii saw yesterday bijil waste	Positive
vara level mass trailer h vinoth	Positive	vara level mass trailer h vinoth	Positive
ipaditha enthiran la irobot ah apadiye copy adichan shankar idula yanna hollywood padamo	Positive	ipaditha enthiran la irobot ah apadiye copy adichan shankar idula yanna hollywood padamo	Mixed_feelings
yarellam annamalai theme ketinga anirudh adha ketu indha filmla adichirkaru	Positive	yarellam annamalai theme ketinga anirudh adha ketu indha filmla adichirkaru	Mixed_feelings
amitab and taapsi manu ki copy picture bnai h y	Positive	amitab and taapsi manu ki copy picture bnai h y	unknown_state
thalapathy fans try pannuranuva to dislike paavam ithu thala da	Positive	thalapathy fans try pannuranuva to dislike paavam ithu thala da	Positive
dark knight trilogy key tough kudukkum polaye padam	Positive	dark knight trilogy key tough kudukkum polaye padam	Mixed_feelings
like views vanthukitte irukku	Positive	like views vanthukitte irukku	Positive
record brake avannum nna thalapathy varanum kerala	Positive	record brake avannum nna thalapathy varanum kerala	Positive
yarellam album maker teejay va paathenga like here	Positive	yarellam album maker teejay va paathenga like here	Positive
ivan ennada nadikaran orunmayirum illa comedyanukku poyee ippadi thooki vachu adrenga ivan oru nadiganu	Positive	ivan ennada nadikaran orunmayirum illa comedyanukku poyee ippadi thooki vachu adrenga ivan oru nadiganu	Mixed_feelings
vera level love u chiyaan anna	Positive	vera level love u chiyaan anna	Positive
1 52 yuvan s music vera level chance eh illa	Positive	1 52 yuvan s music vera level chance eh illa	Positive
u1 and arujn fan s like	Positive	u1 and arujn fan s like	Mixed_feelings
nariya nariya nariya nariya nariya nariya nariya thala mass vere level	Positive	nariya nariya nariya nariya nariya nariya nariya thala mass vere level	Positive
andha bike adhu impulse ah illa modified fz	Positive	andha bike adhu impulse ah illa modified fz	Positive
thala and u1 ada ada ada tharam	Positive	thala and u1 ada ada ada tharam	Positive
money money money money neraya neraya neraya neraya	Positive	money money money money neraya neraya neraya neraya	Positive
trailer verithanam solluravanga like pannunga	Positive	trailer verithanam solluravanga like pannunga	Positive
i hate dhanush like maarii 3 but beared thanush maas	Positive	i hate dhanush like maarii 3 but beared thanush maas	Positive
sirappaana tharamaana sambavam paaka porom pongaluku viswasam like petta comment	Positive	sirappaana tharamaana sambavam paaka porom pongaluku viswasam like petta comment	Positive
yarellam bigil paathutu kaithi pakka povinga	Positive	yarellam bigil paathutu kaithi pakka povinga	unknown_state
vera level thalaa end dialogue for vijay fans	Positive	vera level thalaa end dialogue for vijay fans	Positive
you kena tunggu lebih lama lagi untuk tahu saya mass chiyaan	not-malayalam/tamil	you kena tunggu lebih lama lagi untuk tahu saya mass chiyaan	Positive
irumugan mari mokka pannama iruntha sari	Positive	irumugan mari mokka pannama iruntha sari	Positive
apahal vid ni trending nombor 1 babi	Positive	apahal vid ni trending nombor 1 babi	not-Tamil
691k reached aana namba mission innum mudilla 1 5m likes varanum	Positive	691k reached aana namba mission innum mudilla 1 5m likes varanum	Positive
best of luck from prithviraj fans kerala	Positive	best of luck from prithviraj fans kerala	Positive
vaitheruchal karanunga dislike panna start pannitanunga da	Positive	vaitheruchal karanunga dislike panna start pannitanunga da	Positive
500 thadave ki melle pathavange like bodunge	Positive	500 thadave ki melle pathavange like bodunge	Positive
trailer vera level summava logesh kanagaraj oda script ku thalapathy ok solliruparu	Positive	trailer vera level summava logesh kanagaraj oda script ku thalapathy ok solliruparu	Positive
police kaar pasangala govt paathukumaa mairla paathukumm	Negative	police kaar pasangala govt paathukumaa mairla paathukumm	Positive
open bob and show vagene pls	Positive	open bob and show vagene pls	Mixed_feelings
love you super star mega serapu	Positive	love you super star mega serapu	Positive
1 8k dislikes haha vairuna eriyathana seium	Positive	1 8k dislikes haha vairuna eriyathana seium	Positive
karthi anno ningaal surya annante aniyan alle ingane varu	Positive	karthi anno ningaal surya annante aniyan alle ingane varu	Positive
objection your honor engalala romba nal wait panna mudiyadhu seekrama release pannunga	Positive	objection your honor engalala romba nal wait panna mudiyadhu seekrama release pannunga	Positive
shankar kosam pakka vetiyatha eruku	Positive	shankar kosam pakka vetiyatha eruku	Positive
vetri maran padatha ethana decadesku aparam pathalum vera level standard	Positive	vetri maran padatha ethana decadesku aparam pathalum vera level standard	Positive
vera level thalaiva nee mattum eppaume mass	Positive	vera level thalaiva nee mattum eppaume mass	Positive
dei teejay thay naduchirukaya da b du	Positive	dei teejay thay naduchirukaya da b du	Negative
semme weight trailer padam marana mass ah irukkum pola vazlthukkal thalaivaa	Positive	semme weight trailer padam marana mass ah irukkum pola vazlthukkal thalaivaa	Positive
all the best ilaya super star dhanushkraja from rebel star prabhas lovers	Positive	all the best ilaya super star dhanushkraja from rebel star prabhas lovers	Mixed_feelings
sollitivara puyal illa enga thala sollamavara sunami	Positive	sollitivara puyal illa enga thala sollamavara sunami	Positive
ena da kfg musiq lam kekuthu	Negative	ena da kfg musiq lam kekuthu	Negative
kirrakk style ka baap super star rajini	Positive	kirrakk style ka baap super star rajini	Positive
yuvan kaga kandippa pakkalam siva papom ena panrarunu	Positive	yuvan kaga kandippa pakkalam siva papom ena panrarunu	Positive
that bgm vaa elunthu vaa gv yu nailed it	Positive	that bgm vaa elunthu vaa gv yu nailed it	Positive
thala telugu fans like here	Positive	thala telugu fans like here	Positive
thaliva waiting for a power packed performance ne va thala 3d la nama kalakurom	Positive	thaliva waiting for a power packed performance ne va thala 3d la nama kalakurom	Negative
namba mudilaye nethu varaikku paakama inniku 1 millionaa viswasam paathu ellam bayanthutaanga pola	Positive	namba mudilaye nethu varaikku paakama inniku 1 millionaa viswasam paathu ellam bayanthutaanga pola	Positive
pettaiku viswasama pogalam aana viswasathiku peetaia poga mudiyaadhu	Mixed_feelings	pettaiku viswasama pogalam aana viswasathiku peetaia poga mudiyaadhu	Mixed_feelings
pongalku petta parrak sure petaa gon be enjoyed by fans ullallaa song maranamass	Positive	pongalku petta parrak sure petaa gon be enjoyed by fans ullallaa song maranamass	Positive
wow seemmaa ajith sir seemmaa mass	Positive	wow seemmaa ajith sir seemmaa mass	Positive
ajit u are not made for remake	Positive	ajit u are not made for remake	Negative
i like gvp fan bgm therikkutha	Positive	i like gvp fan bgm therikkutha	Positive
sirappana tharamana kaatchigala inimae thaan pakaporom	Positive	sirappana tharamana kaatchigala inimae thaan pakaporom	Positive
omg 2 18 so cute	Positive	omg 2 18 so cute	Positive
action paathaa veeram 2 maari irukku	Positive	action paathaa veeram 2 maari irukku	Negative
ippa enna panna porom padam paaka porom	Positive	ippa enna panna porom padam paaka porom	Positive
bold guts ajith sir u1 vinod combo	Positive	bold guts ajith sir u1 vinod combo	Positive
yuvan bgm la pinni pedal ethuruka polaa vera level bgm	Positive	yuvan bgm la pinni pedal ethuruka polaa vera level bgm	Positive
enakku therinji padam odathu i will proud	Positive	enakku therinji padam odathu i will proud	Positive
ithuku mella vfx betteraa panna chance aa illa mass vfx	Positive	ithuku mella vfx betteraa panna chance aa illa mass vfx	Positive
nice ye movie hindi me kab aayegi	Positive	nice ye movie hindi me kab aayegi	Positive
yov pa ranjith thalaivara vechu ippadi padam edukkanum neeyum dhan eduthiye kumuthavalli kothamallinu	Positive	yov pa ranjith thalaivara vechu ippadi padam edukkanum neeyum dhan eduthiye kumuthavalli kothamallinu	Positive
who s here after visvasam trailer	Positive	who s here after visvasam trailer	unknown_state
yuvan summave music therikkaviduvapale thalaikku sollava venum vera level	Positive	yuvan summave music therikkaviduvapale thalaikku sollava venum vera level	Positive
adii pisiruu mass daa marana mass no one touch this peak level dialogue delivery star marana mass super star forever	Positive	adii pisiruu mass daa marana mass no one touch this peak level dialogue delivery star marana mass super star forever	Positive
good consept movie for neroonda paarvai	Positive	good consept movie for neroonda paarvai	Positive
kullan suryavukku trailer pathu kaduppu ayirikkum	Positive	kullan suryavukku trailer pathu kaduppu ayirikkum	Negative
rajini vj sethupathi babi simkha sasikumar simran trisha aniruth woww	Positive	rajini vj sethupathi babi simkha sasikumar simran trisha aniruth woww	Positive
semma trailer super star thirumbi vanthittaaru	Positive	semma trailer super star thirumbi vanthittaaru	Positive
verithanam but i felt like mad max fury road movie	Positive	verithanam but i felt like mad max fury road movie	Negative
viswasam petta mersal sarkar ipadi ella movies record eh kandippa break pannum agree	Positive	viswasam petta mersal sarkar ipadi ella movies record eh kandippa break pannum agree	Mixed_feelings
vera level pullingo solranvan mattum like pannunga	Positive	vera level pullingo solranvan mattum like pannunga	unknown_state
enna padam ya enna padam saththiyama solren sema padam	Positive	enna padam ya enna padam saththiyama solren sema padam	Positive
vijay sethupathy kku oru nalla dialogue koduththirukkalam	Positive	vijay sethupathy kku oru nalla dialogue koduththirukkalam	Positive
iam surya fan but thala teser super	Positive	iam surya fan but thala teser super	Positive
best wishes from thalapathy fans kerala	Positive	best wishes from thalapathy fans kerala	Positive
vera lvl sethu anna dialogue maranaa mass eagerly waiting	Positive	vera lvl sethu anna dialogue maranaa mass eagerly waiting	Positive
namukku thevayanath naama thaan adichu vanganam	Positive	namukku thevayanath naama thaan adichu vanganam	Positive
vera level thala thala fans hit like here	Positive	vera level thala thala fans hit like here	Positive
en da dai athan pink remake ku sollitanga aparam en da eillam avan seiyal mairu seiyal nu pesitu erukinga	Positive	en da dai athan pink remake ku sollitanga aparam en da eillam avan seiyal mairu seiyal nu pesitu erukinga	Mixed_feelings
indha trailer pudichavanga enna commentkku like podu	Positive	indha trailer pudichavanga enna commentkku like podu	Positive
bruce wayne enna simran idhellaam	Positive	bruce wayne enna simran idhellaam	Positive
link yellam share panunga unga frnds family relatives ku	Positive	link yellam share panunga unga frnds family relatives ku	Positive
ticket book panniyachu petta pongal perak	Positive	ticket book panniyachu petta pongal perak	unknown_state
last dance semma iruku na like poduga	Positive	last dance semma iruku na like poduga	Positive
sk veriyans like podunga trending 1 power of sk	Positive	sk veriyans like podunga trending 1 power of sk	Positive
mext awards ellam line la nillunga	Positive	mext awards ellam line la nillunga	Positive
after long time dhanush vetrimaran gv prakash kumar pakka verithanam blockbuster konfirm	Positive	after long time dhanush vetrimaran gv prakash kumar pakka verithanam blockbuster konfirm	Positive
1 30 ambedkar periyar valluvar	Positive	1 30 ambedkar periyar valluvar	Positive
2 06 2 29 get rajinified	Positive	2 06 2 29 get rajinified	Positive
siruthaiuylaum karthiku ponnu irukum kavalan flop apo bigil	Mixed_feelings	siruthaiuylaum karthiku ponnu irukum kavalan flop apo bigil	Mixed_feelings
kaithidiwali karthi acting veriya irukum pola	Positive	kaithidiwali karthi acting veriya irukum pola	Mixed_feelings
thala thala thala thala thala thala thala	Positive	thala thala thala thala thala thala thala	Positive
power rangers ke megazords wali bakchodi chal rahi hai yahan to	not-malayalam/tamil	power rangers ke megazords wali bakchodi chal rahi hai yahan to	not-Tamil
2 00 ivan voice kekkum pothulam ooru artificial ava feel avuthu ooru hero feel la varamattuthu	Mixed_feelings	2 00 ivan voice kekkum pothulam ooru artificial ava feel avuthu ooru hero feel la varamattuthu	Mixed_feelings
oruthar mela neenga viswasatha kaatrathukku inoruthara yen asinga patuthuringa	Positive	oruthar mela neenga viswasatha kaatrathukku inoruthara yen asinga patuthuringa	Mixed_feelings
ellavarum ente channel inn support cheyyumo	Positive	ellavarum ente channel inn support cheyyumo	Positive
sema look vfxvara lavel iam thalapathi veryan	Positive	sema look vfxvara lavel iam thalapathi veryan	Negative
appa sami inna pa ippadi irukaru rajini	Positive	appa sami inna pa ippadi irukaru rajini	Positive
rajni sir marupadiyum porandhu vandha maadhiri irukku	Positive	rajni sir marupadiyum porandhu vandha maadhiri irukku	Positive
award ready pannugada vararu dhanush anna	Positive	award ready pannugada vararu dhanush anna	Positive
intha padam pudichavanga like pannunga seruppadi to haters	Positive	intha padam pudichavanga like pannunga seruppadi to haters	Positive
super star yar nn keta chinna kolanthaym sollm	Positive	super star yar nn keta chinna kolanthaym sollm	Positive
1 million likes venum thala fans	Positive	1 million likes venum thala fans	Positive
thala vinoth neenga thirumbiyum vanthuteengala athuvum enga real thalayoda appo waitana treattu kaathuttu irukku engalukku	Positive	thala vinoth neenga thirumbiyum vanthuteengala athuvum enga real thalayoda appo waitana treattu kaathuttu irukku engalukku	Mixed_feelings
thala fans vanga 1m likes konduvaranum enapa likes kammiya iruku	Positive	thala fans vanga 1m likes konduvaranum enapa likes kammiya iruku	Negative
dislike pottavanga lam rasikarnu ninaikuren	Positive	dislike pottavanga lam rasikarnu ninaikuren	Negative
ipdi neraya neraya neraya neraya super yaar vera level	Positive	ipdi neraya neraya neraya neraya super yaar vera level	Positive
podu sakka mass na sivakarthikeyan yaarlam heri hit nu nenaikinga and hero na like thambi na comment	Positive	podu sakka mass na sivakarthikeyan yaarlam heri hit nu nenaikinga and hero na like thambi na comment	Positive
idha pongal la ku sweet saapda porum	Positive	idha pongal la ku sweet saapda porum	Positive
begil tralier la pathutu vatha thala pullaigo like podunga	Positive	begil tralier la pathutu vatha thala pullaigo like podunga	Positive
previous super star current super star future super star thalapathi rajinikanth	Positive	previous super star current super star future super star thalapathi rajinikanth	Negative
super screenplay karthik acting is like vere level	Positive	super screenplay karthik acting is like vere level	Mixed_feelings
cinematography at peak love nirav sha	Positive	cinematography at peak love nirav sha	Positive
kar di tatti original movie par	Positive	kar di tatti original movie par	Positive
appo yaarum trailer epdi irruku nu solla maateenga	Positive	appo yaarum trailer epdi irruku nu solla maateenga	Mixed_feelings
action padam like pani pakravangalku kaithi goosebumps guarantee	Positive	action padam like pani pakravangalku kaithi goosebumps guarantee	Positive
rempa nalaiku aprm thalaya differentah movie panirukaru sema sema	Positive	rempa nalaiku aprm thalaya differentah movie panirukaru sema sema	Positive
arjun hero va iruntha semmaya irunthirukkum	Positive	arjun hero va iruntha semmaya irunthirukkum	Positive
enagada traileriye verithanama yeduthurukinga apo padam screen kiliya poguthu semmaa thalaivaa	Positive	enagada traileriye verithanama yeduthurukinga apo padam screen kiliya poguthu semmaa thalaivaa	Mixed_feelings
awesome vfx well done shanker sir	Positive	awesome vfx well done shanker sir	Positive
beat visvasam in views come be together take 20million views	Positive	beat visvasam in views come be together take 20million views	unknown_state
thalaivar semma mass romba nalaiku apro vera level padama irukkum	Positive	thalaivar semma mass romba nalaiku apro vera level padama irukkum	Mixed_feelings
kola gaandula irukkan sema dialogue thalaivar look vera level kola mass trailer	Positive	kola gaandula irukkan sema dialogue thalaivar look vera level kola mass trailer	Positive
va thalaivaa trailere evalo maasu unna antha screenla pakumbothu dhanush blood	Positive	va thalaivaa trailere evalo maasu unna antha screenla pakumbothu dhanush blood	Positive
epo 7 37 trailer pathuttu erukravange like podunge	Positive	epo 7 37 trailer pathuttu erukravange like podunge	Positive
wow pls do movie like this dont go for movie like kaala or kabali	Positive	wow pls do movie like this dont go for movie like kaala or kabali	Positive
vijay sethupathy sir saggatamizanpadam edutha eppti odama iruku i am waiting makkal selvan	Positive	vijay sethupathy sir saggatamizanpadam edutha eppti odama iruku i am waiting makkal selvan	Positive
please dub in kannada language also	Positive	please dub in kannada language also	Positive
adichi underwear ode oodde viteruven ooddire	Positive	adichi underwear ode oodde viteruven ooddire	Positive
did u notice bigg boss kaluvaatha moonji sari sari sari sari sari	Positive	did u notice bigg boss kaluvaatha moonji sari sari sari sari sari	Positive
enna da viswasam bgma slow motionla potrukaan	Positive	enna da viswasam bgma slow motionla potrukaan	Negative
sema comedy movie awaiting nu nenaikuravunga oru like podunga	Positive	sema comedy movie awaiting nu nenaikuravunga oru like podunga	Positive
ena getup potalum thala ku matum apt ah iruku all the best team keep rocking	Positive	ena getup potalum thala ku matum apt ah iruku all the best team keep rocking	Positive
i your big fan rajni sir you are big superstar in india i from bangladesh	Positive	i your big fan rajni sir you are big superstar in india i from bangladesh	unknown_state
zee tamil puthu nadakam ma ithu aj lam irukkanu	Positive	zee tamil puthu nadakam ma ithu aj lam irukkanu	Positive
dey ethana ajith vanthalum ethana vijay vanthalum ivaru kita kuda neruga mudiyathu daa	Positive	dey ethana ajith vanthalum ethana vijay vanthalum ivaru kita kuda neruga mudiyathu daa	Positive
yaarukum adangaatha thirunelveli thala gurups oru like podunga	Positive	yaarukum adangaatha thirunelveli thala gurups oru like podunga	Positive
who is thalaivar veriyan likea pottu ponga	Positive	who is thalaivar veriyan likea pottu ponga	unknown_state
teaser ah appadi yea pootu paathiya ootitangay	Positive	teaser ah appadi yea pootu paathiya ootitangay	Negative
slow motion vechi arunga guys avlo details iruku	Positive	slow motion vechi arunga guys avlo details iruku	Positive
waiting for lokesh kanakaraj thalapathy 64 thalapathy makkal selvam 2020 summer boxoffice	Positive	waiting for lokesh kanakaraj thalapathy 64 thalapathy makkal selvam 2020 summer boxoffice	Positive
thalaivarr swag vera level energy	Positive	thalaivarr swag vera level energy	Negative
rangaraj pandey fans like	Positive	rangaraj pandey fans like	Positive
ha ah ha ha ah ah amaadioo samaa	Positive	ha ah ha ha ah ah amaadioo samaa	Positive
ajith ku mass kammi a irka 1st trailer pa bt thala top	Positive	ajith ku mass kammi a irka 1st trailer pa bt thala top	Positive
proud to be tamilan hankar sir	Positive	proud to be tamilan hankar sir	Positive
yaru da sorriya comedy ya potathu	Positive	yaru da sorriya comedy ya potathu	Negative
bigil fdfs ku aprom next indha movie dhan	Positive	bigil fdfs ku aprom next indha movie dhan	Mixed_feelings
vetrimaaran gv dhanush anna vera level combo nu marubadiyum prove pannitanga	Positive	vetrimaaran gv dhanush anna vera level combo nu marubadiyum prove pannitanga	Positive
oru second apoorva raagangal yaarukkellam neyabagam vanduchu	Positive	oru second apoorva raagangal yaarukkellam neyabagam vanduchu	Positive
vera lvl thala sammaa bgm sammaya iruku	Positive	vera lvl thala sammaa bgm sammaya iruku	Positive
ye innum trending la varala	Positive	ye innum trending la varala	Negative
waiting for 1 million likes	Positive	waiting for 1 million likes	Positive
trending vittu evloo kila ponaalum na daily papan comment la msg panuvan	Positive	trending vittu evloo kila ponaalum na daily papan comment la msg panuvan	Positive
tharamana sirapana sambavan laam enimeydhaa paaka pooringa asuran on the way	Positive	tharamana sirapana sambavan laam enimeydhaa paaka pooringa asuran on the way	Positive
thalaivaa this want we want idhu eppadi irukku	Positive	thalaivaa this want we want idhu eppadi irukku	Positive
omg awesome awesome awesome luv u thaalaiva	Positive	omg awesome awesome awesome luv u thaalaiva	Positive
yow innaya ithu shankarala mattum than ippadi mudiyum semma weight	Positive	yow innaya ithu shankarala mattum than ippadi mudiyum semma weight	Positive
ajith long time oru different movie pannirkaru kandippa hit	Positive	ajith long time oru different movie pannirkaru kandippa hit	Positive
adchi oda vidu ellarayum orama nadandhu varareda enga thala veerama thala bloods hit like her	Positive	adchi oda vidu ellarayum orama nadandhu varareda enga thala veerama thala bloods hit like her	Mixed_feelings
hindi me kab hogi ye movie	Positive	hindi me kab hogi ye movie	not-Tamil
sankar sir is in hollywood range	Positive	sankar sir is in hollywood range	Positive
ayaz kutti moonji fans hit like	Positive	ayaz kutti moonji fans hit like	Positive
tn next cm thalaivar rajini	Positive	tn next cm thalaivar rajini	unknown_state
you kena tunggu lama lagi untuk tosaa	not-malayalam/tamil	you kena tunggu lama lagi untuk tosaa	not-Tamil
sema but aniruth music sumara irukku yuvan best ah oottruparu	Positive	sema but aniruth music sumara irukku yuvan best ah oottruparu	Positive
paaka thaana pora indha kaali oda aatatha visvasam	Positive	paaka thaana pora indha kaali oda aatatha visvasam	Positive
hindi pink movie remake amitabh tapsee	Positive	hindi pink movie remake amitabh tapsee	Positive
thalaivara ippadi pakka evlo nall achu	Positive	thalaivara ippadi pakka evlo nall achu	Positive
mass vjs by sk anna fan	Positive	mass vjs by sk anna fan	Positive
viswasam teaser vida petta teaser vera leval	Positive	viswasam teaser vida petta teaser vera leval	Mixed_feelings
true thala fans la ala kanum	Positive	true thala fans la ala kanum	Positive
last 5 sec varadhu thuppaki music madhri irukunu solravanglam like podunga	Positive	last 5 sec varadhu thuppaki music madhri irukunu solravanglam like podunga	Positive
forgot about rajinikanth just look at simran	Positive	forgot about rajinikanth just look at simran	unknown_state
visvasam than gethu da 1 7millon likes	Positive	visvasam than gethu da 1 7millon likes	Positive
all ok but indha soori koothiyan dhan problem mokka joke koothiyan	Positive	all ok but indha soori koothiyan dhan problem mokka joke koothiyan	Mixed_feelings
isaac asimov peranda sundakka size suuranda	Mixed_feelings	isaac asimov peranda sundakka size suuranda	Mixed_feelings
padaum vera laval irukka pokuthunu nenikkaran	Positive	padaum vera laval irukka pokuthunu nenikkaran	Mixed_feelings
bigil like kaithi comment sangathamizhan dislike	Positive	bigil like kaithi comment sangathamizhan dislike	Mixed_feelings
hit like world wide rajini sir fans	Positive	hit like world wide rajini sir fans	Positive
it looks like funny video game	Positive	it looks like funny video game	Negative
evanavthu pongal ku varamari iruntha apdiye odidu varathu thalaivar hope viswasam and petta as blockbuster	Positive	evanavthu pongal ku varamari iruntha apdiye odidu varathu thalaivar hope viswasam and petta as blockbuster	Positive
1 37 nee vaa thala mass	Positive	1 37 nee vaa thala mass	Positive
thala yuvan vera level waiting laye veri yerudhu	Positive	thala yuvan vera level waiting laye veri yerudhu	Positive
karthik subburaj v believe i u ya so pls save us and thalaver	Positive	karthik subburaj v believe i u ya so pls save us and thalaver	Positive
are you virgin thala	Positive	are you virgin thala	Positive
thala da marana mass trailer	Positive	thala da marana mass trailer	Positive
0 45 kutty moonchi unakennappa vaailaye rose vechiruppa	Mixed_feelings	0 45 kutty moonchi unakennappa vaailaye rose vechiruppa	Mixed_feelings
hope this is not like viswasam	Positive	hope this is not like viswasam	Positive
omalla mass u da gethu da	Positive	omalla mass u da gethu da	Positive
indha cinemaavukkaaha sollala sinna paya makkaa sindhiyungal andha oruvandhaanda seeman adha payan padithikka solraangha puriyudhaa thamizha	Negative	indha cinemaavukkaaha sollala sinna paya makkaa sindhiyungal andha oruvandhaanda seeman adha payan padithikka solraangha puriyudhaa thamizha	Negative
awesome movie mass aa irruku vikram acting mass i am big fan of vikram	Positive	awesome movie mass aa irruku vikram acting mass i am big fan of vikram	Mixed_feelings
last punch sema thala dialogue super thalaa	Positive	last punch sema thala dialogue super thalaa	Positive
ippo purithu thalapathy yan lokesh ta chance kudutharunu	Positive	ippo purithu thalapathy yan lokesh ta chance kudutharunu	Positive
koiyala enna style da thalaivar pinara thalaiva	Positive	koiyala enna style da thalaivar pinara thalaiva	Positive
semma mass super star nenga vera level sir	Positive	semma mass super star nenga vera level sir	Positive
thala veriyana irunthal like comment podunga	Positive	thala veriyana irunthal like comment podunga	Positive
why like kuduthuttu thirumbi vanthu paatha like pottathe kaamikkala	Positive	why like kuduthuttu thirumbi vanthu paatha like pottathe kaamikkala	Positive
super vettri maran nalae gaethu dhan	Positive	super vettri maran nalae gaethu dhan	Positive
u1 u r vera level bro	Positive	u1 u r vera level bro	Positive
kaithi miga periya vettri vazthukal behalf thalapathy fans	Positive	kaithi miga periya vettri vazthukal behalf thalapathy fans	Positive
story belong to devandra kulam vellalar	Negative	story belong to devandra kulam vellalar	Negative
batman belike yennada panni vechurukinga	Positive	batman belike yennada panni vechurukinga	Positive
semaya irukku fulla night liye eduthurukkanga i am waiting	Positive	semaya irukku fulla night liye eduthurukkanga i am waiting	Positive
movie mass apro trailer pakkuravanga like pannunga	Positive	movie mass apro trailer pakkuravanga like pannunga	Positive
thalaivar superstar legendary legend rajini sir aatam aarambam	Positive	thalaivar superstar legendary legend rajini sir aatam aarambam	Positive
national award kedikum nu nenikirivinga like podunga	Positive	national award kedikum nu nenikirivinga like podunga	Positive
semma thalaivaa i love u ma a i m wait this asuran	Positive	semma thalaivaa i love u ma a i m wait this asuran	Mixed_feelings
music adichu udaikkuthu anirudh	Positive	music adichu udaikkuthu anirudh	Positive
karthi sir look like first movie yuganiki okkadu all the best sammaya iruke	Positive	karthi sir look like first movie yuganiki okkadu all the best sammaya iruke	Mixed_feelings
asuran mari lam asuran than dislikers lam movies pakuratha vitutu vera vela poi parunga	Positive	asuran mari lam asuran than dislikers lam movies pakuratha vitutu vera vela poi parunga	Positive
video pathutu comment pakka vanthavanga matum like pannuga	Positive	video pathutu comment pakka vanthavanga matum like pannuga	Positive
neraya neraya neraya neraya nerayaa maass all the best team	Positive	neraya neraya neraya neraya nerayaa maass all the best team	Positive
3d la pathapuram than solla mudium ippa cartoon videogames mathirithan iirukku	Positive	3d la pathapuram than solla mudium ippa cartoon videogames mathirithan iirukku	Mixed_feelings
thala innaikutha enakku theirum trailer vanthathu	Positive	thala innaikutha enakku theirum trailer vanthathu	Positive
sooper pettai trailer s bajrangi baaijaan film la nawasuddin siddiqi comedy police pettai la villain aa	Positive	sooper pettai trailer s bajrangi baaijaan film la nawasuddin siddiqi comedy police pettai la villain aa	Positive
thala thaladan da super thala veri	Positive	thala thaladan da super thala veri	Positive
padam block buster ippovae unga dairy la ezhudhi vechikonga makalae	Positive	padam block buster ippovae unga dairy la ezhudhi vechikonga makalae	Mixed_feelings
padam mokkai ya dhan iruka poguthu en na adhula ajith act pannuradhunala	Positive	padam mokkai ya dhan iruka poguthu en na adhula ajith act pannuradhunala	Negative
superb teaser malayalees like adi	Positive	superb teaser malayalees like adi	Positive
that sakthiman scene nanum kinathu kuilla velunthuruken sakthiman kapathuvarunu	Positive	that sakthiman scene nanum kinathu kuilla velunthuruken sakthiman kapathuvarunu	Positive
as same as pink dialogues alsi	Positive	as same as pink dialogues alsi	Positive
indiaka hi nahi world kabhi record brock hone wala h like karo jo jo aisa chahta h	not-malayalam/tamil	indiaka hi nahi world kabhi record brock hone wala h like karo jo jo aisa chahta h	Negative
flim hogi hitt osm trailer please koi mera bhi video dekh lijiye	not-malayalam/tamil	flim hogi hitt osm trailer please koi mera bhi video dekh lijiye	not-Tamil
ayyo movie semma kandippa periya maass hittu	Positive	ayyo movie semma kandippa periya maass hittu	Positive
